pathway,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,p_value,padj,qvalue,geneID,Count,rank,cancer,method,relative_rank
BRCA2_TARGET_GENES,BRCA2_TARGET_GENES,391/3166,1662/14741,0.2352587244284,1.09537234895737,2.15871056074167,0.017367431084844,0.292445129880277,0.278350678167959,ABLIM1/ACACB/ACOT9/ACP2/ADSL/AHI1/AHNAK/AK1/AK2/AKAP1/ALCAM/ALKBH5/ANKRD12/APTX/ARID1A/ARPC4/ARPC5/ARRB2/ARRDC1/ASH1L/ATF7/ATG7/ATM/ATP13A4/ATP6V0E1/ATP6V1C1/ATP8A1/ATXN2L/B3GALT6/BAZ2A/BCCIP/BCL2L13/BCL7B/BLM/BTBD10/BTBD8/BZW1/BZW2/C19orf25/C21orf91/C5orf15/C5orf34/C6orf62/CA13/CASP8/CASZ1/CCT5/CD151/CDC42SE1/CDIPT/CDK13/CDV3/CELSR3/CENPN/CEP192/CEP72/CHID1/CIRBP/CNOT10/CPNE1/CSNK1A1/CSNK2A1/CUL2/CYTH1/DCUN1D3/DDAH2/DDX19B/DDX5/DIAPH1/DNAJA1/DOCK8/DOHH/DOT1L/DPP9/DTWD2/DUS4L/DZIP1L/EDC4/EEF1A1/EHD2/EIF4A1/ELAVL1/ELAVL2/ENDOV/EPHB2/ERI2/ESYT1/EXOSC6/FAM120C/FAM162A/FAM20B/FAM53C/FBXW7/FCHSD2/FER/FKBP8/FOSL2/FRAT1/FSTL3/FUS/FUT10/FZR1/GALT/GCA/GDF9/GHR/GNAL/GNAS/GNL1/GPATCH2/GPR108/GPR173/GPS2/GRIPAP1/GSPT1/HAP1/HERC4/HINT2/HNRNPUL1/HYOU1/IFT122/IFT74/IQCH/ISLR2/ITSN1/KBTBD3/KCNAB2/KDM4C/LARP4/LPAR5/LRRC47/LYRM4/MADD/MAP7D1/MAT2A/MBNL3/MECOM/MEIS2/MICAL3/MICB/MLST8/MOB4/MPND/MROH8/MRPL30/MTAP/MTO1/MTPN/MYL12A/MYL12B/MYO9B/NAB1/NBEAL1/NBPF1/NBPF3/NDE1/NDOR1/NDUFB2/NECAB3/NFIC/NLGN2/NR6A1/NRM/NUDCD1/NUP43/NXN/OPA3/OSBP/OTUB1/OXNAD1/PA2G4/PAICS/PCDH7/PCSK7/PDE4DIP/PGGT1B/PHB2/PHF12/PHLDB1/PHRF1/PIGL/PLEKHB2/PMF1-BGLAP/PMF1/PMVK/PNMA1/POGZ/POLB/POLR1B/POLR2L/POR/POU2F1/PPIA/PPP1R13L/PRDX2/PRKRIP1/PRLR/PRPF40A/PRRC2A/PRRT1/PRRT2/PSIP1/PSMB9/PTGER4/PTOV1/RAB26/RAI14/RALY/RBFOX2/RBM12/RBPJ/RCL1/RFX5/RGS5/RIOK1/RIT1/RMND5A/RNFT1/RPA3/RPL13/RPLP1/RPS6/RPS6KC1/RSL1D1/RTN4/RUSC2/SCNN1A/SDF4/SESN1/SETD5/SFR1/SHARPIN/SHROOM1/SIAE/SIGMAR1/SLC25A26/SLC25A45/SLC35E2B/SLC44A1/SLFN12/SMC1A/SMG1/SNAP29/SNAP47/SNRNP35/SNX8/SOCS5/SOX12/SP1/SPRED2/SREK1IP1/SRPK2/SS18L1/STRIP2/STT3B/STX16/SUGT1/SYAP1/SYT7/TACC1/TADA3/TAF8/TAX1BP1/TBK1/TCAIM/TFE3/TFEB/TJP3/TLCD2/TLR3/TM4SF1/TM7SF2/TMEM170A/TMEM18/TMEM230/TMEM260/TMEM87A/TNFRSF10A/TOM1L1/TP53I3/TP73/TRAF4/TRIP10/TRIP4/TSC22D2/TSEN34/TSPAN4/TXLNA/TYMS/UBB/UBE2B/UBE2D3/UBP1/UBR2/UGGT2/ULK4/UQCRC2/UQCRQ/USP15/VPS26B/VWA7/WDR37/WDR5B/XXYLT1/YWHAQ/ZBTB25/ZC3H10/ZFAND3/ZNF131/ZNF146/ZNF263/ZNF30/ZNF383/ZNF3/ZNF41/ZNF45/ZNF552/ZNF584/ZNF609/ZNF639/ZNF703/ZNF765/MAP3K14/QRICH1/RNPS1/MED24/RBBP6/NUMA1/PCYOX1L/CEP95/WDR18/ANKMY2/JMJD7-PLA2G4B/KTN1/PDE2A/PHF1/PLXNA3/SCAMP3/VPS37C/PI4KA/WDR12/FARS2/ACIN1/EPHX1/CATSPER1/SPTBN5/IFIH1/PISD/UROS/IFRD1/RNF123/R3HCC1/CIZ1/NBL1/POLR3E/TSG101/CTNNBIP1/TRIM69/TVP23B/RUSC1/SPA17/ZDHHC2/PRDM10/TREX1/TYMSOS/CYREN/CFAP77/GOLM2/CFAP36/MIX23/YJU2/MIA2/OIP5-AS1/VCF1/ATPSCKMT/INKA2/ADGRG1/H1-4/H2BC6/H4C3/BLTP2/PCLAF/MYORG/STN1/PLPP6/HMGA2-AS1/SEPTIN11/SLC35E2A/DENND2B/POLR1G/MARF1,391,31,BRCA,TG_ORA,0.05938697318007663
VANTVEER_BREAST_CANCER_ESR1_UP,VANTVEER_BREAST_CANCER_ESR1_UP,43/3166,149/14741,0.288590604026846,1.34368733226776,2.20517441970911,0.0201503387861136,0.318741722616706,0.303379901341168,ABCA3/AQR/BAG1/BHLHE40/CELSR1/CERS2/CIRBP/CISH/FAM110C/FAN1/FARP2/GREB1/HHAT/HTT/IGFBP4/KDM4B/KIAA0232/KIF13B/MAN2B2/MCCC2/MYLIP/MYO5C/PEX19/QDPR/RAB11FIP3/RBM47/SEC14L2/SLC35E2B/SOX12/SPEF1/SYNGR1/TMBIM6/TP53INP1/TUSC2/ZNF587/GATA3/SREBF1/ERBB3/EVA1B/SPDEF/ECI1/RETREG1/MINDY1,43,33,BRCA,TG_ORA,0.06321839080459771
HOLLERN_EMT_BREAST_TUMOR_UP,HOLLERN_EMT_BREAST_TUMOR_UP,40/3166,139/14741,0.287769784172662,1.33986556806355,2.10548471759036,0.0254431924531238,0.370441659770674,0.352588149650652,ADPRH/APBB2/ARL6IP5/AXL/B3GNT9/CALU/CELF4/DAB2/DDR2/F13A1/FXYD5/GPR34/GZMH/HSPG2/IGFBP4/ITGA5/JDP2/OTUD7B/PDGFRA/PHLDB1/PLA2G15/PLAT/PLXND1/PVR/RNF157/SNX20/ST3GAL2/STK17B/TGFBR2/TIMP2/TSPAN4/CSF1R/MXRA8/FCGRT/PKD1/ARHGEF40/SCARA3/NBL1/P3H1/SELENON,40,35,BRCA,TG_ORA,0.06704980842911877
GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP,GINESTIER_BREAST_CANCER_ZNF217_AMPLIFIED_UP,22/3166,69/14741,0.318840579710145,1.48453221273128,2.10982404992427,0.0287189892054285,0.394508220137728,0.375494817311974,ADD1/APBB2/BBX/BMPR2/BTD/C22orf39/CHURC1/CYP20A1/DNAJC21/F2R/FAM114A1/HEATR3/KCTD20/N4BP2/RAD1/SIAH1/SLC25A36/SMIM14/SP1/STX16/TRIP11/ICE2,22,38,BRCA,TG_ORA,0.07279693486590039
YANG_BREAST_CANCER_ESR1_UP,YANG_BREAST_CANCER_ESR1_UP,13/3166,36/14741,0.361111111111111,1.68134519547975,2.14057096830491,0.0315080106102509,0.421722603552589,0.401397598057718,AHNAK/APBB2/CIRBP/GREB1/INPP4B/KDM4B/KIAA0232/MAPT/MLPH/SCNN1A/WFS1/NUMA1/GATA3,13,39,BRCA,TG_ORA,0.07471264367816093
CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP,CHARAFE_BREAST_CANCER_LUMINAL_VS_BASAL_UP,97/3166,383/14741,0.253263707571802,1.17920414191912,1.85842120788909,0.0381580597697261,0.443260709006059,0.421897670197338,ABCA3/AR/ARFIP2/ARID3A/ASB8/ASH1L/ASTN2/AVL9/BAZ2A/CACNA2D2/CDC42SE1/CDYL2/CERS2/CFD/CHTOP/CIRBP/CISH/CSRNP2/DDAH2/DLG3/ELL3/ELOVL2/FUS/GSPT1/GTF3C1/HIP1R/HK2/HMG20B/IQCE/IQSEC1/KDM4B/KIAA0232/KLF2/LMCD1/LNX1/MAPK9/MAPT/MCCC2/MLPH/NLK/NUCB2/ONECUT2/PATZ1/PGGT1B/PLA2G12A/PLEKHH1/POGZ/POLE/PRLR/PRRT2/RAB11FIP3/RAB40C/RALGAPA1/REEP5/RHOB/RHPN1/SLC27A3/SLC37A1/SLC4A8/SMIM14/SOX12/TADA2B/TAPT1/TBC1D16/TBC1D30/TC2N/TESK1/THSD4/TJP3/TMBIM6/TMEM80/UBN1/WFS1/ZNF398/ZNF703/DENND4B/MXRA8/SRRM2/KMT2D/ATP8B1/PRRC2C/GATA3/PLXNA3/VPS37C/ERBB3/SLC26A11/PI4KA/SPDEF/RUSC1/NACA/PGCKA1/TENT5C/CRACD/TESMIN/MTCL2/FAM234B/ADGRB2,97,44,BRCA,TG_ORA,0.0842911877394636
FARMER_BREAST_CANCER_CLUSTER_3,FARMER_BREAST_CANCER_CLUSTER_3,7/3166,16/14741,0.4375,2.03701437144662,2.17050510620361,0.0382121300867292,0.443260709006059,0.421897670197338,ADM/AGFG1/EGFR/PDZK1IP1/SRD5A1/VLDLR/PALS2,7,45,BRCA,TG_ORA,0.08620689655172414
WP_INTEGRATED_BREAST_CANCER_PATHWAY,WP_INTEGRATED_BREAST_CANCER_PATHWAY,43/3166,156/14741,0.275641025641026,1.28339366992241,1.86098522420051,0.0418321302678475,0.464077938490313,0.441711609129719,ABL1/ALKBH1/AR/ATM/BAX/BLM/BMPR2/BRCA1/CASP3/CASP8/CASP9/CDC25A/CDC25B/CDC42/CERK/CYP19A1/E2F1/EGFR/EP300/FER/FOSL2/ITPKC/MSH6/NAB1/PLK1/PML/RAD50/RALGAPA1/RAP1A/SMAD6/SP1/STK11/TGFBR1/TGFBR2/TP53/TPR/USP15/ZNF655/NCOA3/MTOR/TSC2/APOBEC3G/GRN,43,47,BRCA,TG_ORA,0.09003831417624521
FARMER_BREAST_CANCER_BASAL_VS_LULMINAL,FARMER_BREAST_CANCER_BASAL_VS_LULMINAL,84/3166,329/14741,0.25531914893617,1.18877434443085,1.81101684619887,0.0426738334243966,0.464077938490313,0.441711609129719,ACOT2/ADD2/ADM/AHNAK/AMACR/APBB2/AR/BCL2A1/CACNA2D2/CDKN2A/CELSR1/CIRBP/CLIC4/CXCL5/E2F3/FBXL7/FOXC1/GABRP/GPM6B/GREB1/HEBP2/HHAT/IGF2BP2/IGFBP4/INPP4B/KDM4B/KIAA0232/KIF14/KLHL7/LDHB/LMO4/LRRC17/MAPT/MCCC2/MELK/MID1/MLPH/MTMR2/MYO10/MYO5C/NFE2L3/NFIB/NQO1/PKP1/PLIN2/PNMA1/PRKD3/PRKX/QKI/RABEP1/RALGAPA1/RBM47/REEP5/RGS5/RHOB/SCNN1A/SEMA3F/SKP2/SLC35E2B/SLC9A6/SNRPD1/SOD2/SPRED2/ST8SIA1/TFAP2A/TM7SF2/TOM1L1/TUBB6/UGT8/WFS1/FYCO1/GATA3/SREBF1/VPS37C/LIMA1/IFRD1/SPDEF/DALRD3/MRFAP1L1/PUM3/MRTFB/PALS2/TESMIN/FAM234B,84,48,BRCA,TG_ORA,0.09195402298850575
WP_TARGETED_AGENTS_IN_TRIPLE_NEGATIVE_BREAST_CANCER,WP_TARGETED_AGENTS_IN_TRIPLE_NEGATIVE_BREAST_CANCER,13/3166,38/14741,0.342105263157895,1.59285334308608,1.91372614451602,0.0483614009447737,0.504893025863438,0.480559605177541,AR/HRAS/INPP4B/MAP2K2/MLST8/PDK1/RICTOR/RPS6KB1/RPTOR/SOS1/TELO2/MTOR/TSC2,13,50,BRCA,TG_ORA,0.09578544061302682
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN,GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN,49/3166,184/14741,0.266304347826087,1.23992179131533,1.71271997570363,0.0549699052414359,0.523430320305871,0.498203490994901,AGO4/AKAP13/ARHGAP17/ATXN7/BAG6/BTN2A1/CCDC77/CDC42SE1/CHTOP/CYTH1/DAZAP1/DHX37/DPH7/EXOC3/FBXL19/FUBP1/GBA2/GRIPAP1/MADD/MSH5/MYO9B/PLXND1/PML/PPARD/PRRC2A/PTBP1/QSOX2/SBNO2/SLC23A2/SUPT7L/TCOF1/TLN1/TMC6/XPO5/ZNF318/XPO6/RNPS1/DHX16/NUP214/ITPR3/DNHD1/GPC2/RAPGEF1/CAPN15/PGS1/MON2/ZNF436-AS1/KHDC4/QTRT2,49,53,BRCA,TG_ORA,0.10153256704980843
NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER,NIKOLSKY_MUTATED_AND_AMPLIFIED_IN_BREAST_CANCER,27/3166,94/14741,0.287234042553192,1.33737113748471,1.71609453633265,0.0593856898271047,0.523430320305871,0.498203490994901,AHRR/CLPTM1L/DYRK2/FANCA/GOLGA7/HCN3/HOOK3/MYO9B/NCOA6/PDCD6/RADIL/SPCS2/SYTL2/TBK1/THBS3/VPS13B/ZCCHC14/ZNF461/ZNF707/ATRN/ZFHX4/DNAH17/PKHD1L1/BLTP2/TESMIN/SEPTIN4/RSKR,27,56,BRCA,TG_ORA,0.10727969348659004
FARMER_BREAST_CANCER_CLUSTER_6,FARMER_BREAST_CANCER_CLUSTER_6,6/3166,14/14741,0.428571428571429,1.99544264958036,1.94879795712377,0.0596838068692908,0.523430320305871,0.498203490994901,KIAA0232/MLPH/RBM47/REEP5/RHOB/GATA3,6,57,BRCA,TG_ORA,0.10919540229885058
NIKOLSKY_OVERCONNECTED_IN_BREAST_CANCER,NIKOLSKY_OVERCONNECTED_IN_BREAST_CANCER,8/3166,21/14741,0.380952380952381,1.77372679962699,1.85561160250907,0.0622764331420514,0.523430320305871,0.498203490994901,ATF2/CUX1/FOXP2/HNF1A/MEF2C/POU2F1/TP53/NFYC,8,61,BRCA,TG_ORA,0.11685823754789272
LIU_BREAST_CANCER,LIU_BREAST_CANCER,11/3166,32/14741,0.34375,1.60051129185092,1.77847715334244,0.0643486417801186,0.523430320305871,0.498203490994901,FAN1/GIT2/HNRNPA0/KPNB1/MLPH/MT-ND5/NRN1/PCYT1A/TUBB6/DHX16/NCOR1,11,64,BRCA,TG_ORA,0.12260536398467432
HP_BREAST_CARCINOMA,HP_BREAST_CARCINOMA,21/3166,71/14741,0.295774647887324,1.37713647647095,1.66592848404344,0.0678617266992538,0.523430320305871,0.498203490994901,ATM/AXIN2/BRCA1/BRIP1/CASP8/CDKN2A/GNAS/MEFV/MSH6/NQO2/PALB2/POLE/PPM1D/RAD50/SLC6A17/STK11/TGFBR2/TP53/NTHL1/FGFR2/USF3,21,66,BRCA,TG_ORA,0.12643678160919541
SMID_BREAST_CANCER_ERBB2_DN,SMID_BREAST_CANCER_ERBB2_DN,3/3166,5/14741,0.6,2.79361970941251,2.09782501863608,0.0698638461354034,0.523430320305871,0.498203490994901,GABRP/PMAIP1/FGFR2,3,67,BRCA,TG_ORA,0.12835249042145594
WELCSH_BRCA1_TARGETS_DN,WELCSH_BRCA1_TARGETS_DN,38/3166,141/14741,0.269503546099291,1.2548173635659,1.59003192271983,0.0711945454822162,0.523430320305871,0.498203490994901,AP3D1/BMS1/CAD/CDC25B/CHAF1A/CLTA/CTPS1/EDC4/EIF2B2/FGFR3/GCSH/HRAS/KAT2A/LMNB2/MTHFD1/PHKG2/POLRMT/PPM1F/PRRC2A/RASSF7/RRP1B/SAFB/SEC24C/SLC19A1/SLC1A3/SMAD6/SON/SOX4/TAF1C/TCOF1/UBL4A/XRCC5/NUP214/CDC37/SF3B2/H4C3/NARS1/NAA80,38,71,BRCA,TG_ORA,0.1360153256704981
YANG_BREAST_CANCER_ESR1_BULK_UP,YANG_BREAST_CANCER_ESR1_BULK_UP,9/3166,26/14741,0.346153846153846,1.61170367850722,1.63264337400011,0.0864211170621978,0.551396175112264,0.524821525817682,ACOT2/AGGF1/CELSR1/MYO5C/REEP5/SKP1/TMBIM6/DALRD3/RETREG1,9,77,BRCA,TG_ORA,0.1475095785440613
JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP,JAZAERI_BREAST_CANCER_BRCA1_VS_BRCA2_UP,15/3166,49/14741,0.306122448979592,1.42531617827169,1.55959983358788,0.0866277001381498,0.551396175112264,0.524821525817682,CALU/COPA/CXCL5/KDM5A/MAP2K3/NAGA/PAK2/RALY/RBBP4/RUNX1/SLC9A1/TATDN2/PISD/MPI/PAF1,15,79,BRCA,TG_ORA,0.15134099616858238
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP,BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_UP,53/3166,207/14741,0.256038647342995,1.19212435264785,1.45585696714521,0.0871611169841481,0.551396175112264,0.524821525817682,ABCA3/ABCC4/AIFM2/ANKRD22/ANXA7/ATP8A1/ATXN7/BTN3A1/BTN3A3/C1S/C9orf72/CASP10/CCDC88C/CD274/CD38/CTSS/CUL2/DAZAP1/FAM53B/GABBR1/GBP5/GRWD1/HLA-DOB/IL15/MICB/NCF1/NFE2L3/NOC3L/NUP93/PHB2/PLGRKT/PPP1R15B/PRR13/PSMB9/PSMG4/RCL1/RFX5/SCML1/SEC23IP/SKAP1/SOCS3/SOD2/STAMBPL1/TCOF1/TRAF3/VCAM1/ZCCHC9/IL27RA/CCDC69/IL15RA/EPB41/TREX1/ERO1B,53,80,BRCA,TG_ORA,0.1532567049808429
BAE_BRCA1_TARGETS_DN,BAE_BRCA1_TARGETS_DN,10/3166,30/14741,0.333333333333333,1.55201094967362,1.58281777693061,0.0910624743295377,0.559230724706102,0.53227848772188,ADD2/BAG1/CAD/EBI3/HIPK3/HYOU1/MAN1A2/MT1F/TCOF1/ZNF135,10,85,BRCA,TG_ORA,0.16283524904214558
NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,35/3166,132/14741,0.265151515151515,1.2345541645131,1.41567501225219,0.097287721439213,0.58441594772802,0.55624990386696,ABHD15/ACACA/ANKRD13B/CCL18/CCR7/CDC6/FAM222B/GOSR1/GPR179/GSDMA/HNF1B/IGFBP4/KRT20/KRT26/KRTAP4-3/MRPL45/MSL1/ORMDL3/PHF12/PPP1R1B/SMARCE1/SOCS7/SSH2/TAOK1/TNS4/TRAF4/WIPF2/MED24/MYO18A/SLC6A4/IKZF3/THRA/BLTP2/RSKR/KRT10-AS1,35,86,BRCA,TG_ORA,0.16475095785440613
FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL,FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL,80/3166,327/14741,0.244648318042813,1.13909060526504,1.33021889254942,0.10463699291109,0.600665856767535,0.571716645279847,ABCC6/ADAM9/ADM/AGFG1/ALCAM/AMACR/AR/ARL3/ASS1/BAG1/BNIP3/BST2/CACNA2D2/COMT/CTBS/DAP/DCAF10/DDAH2/EGFR/ELOVL2/ENO2/FAM106A/FCHSD2/FCN2/FKBP5/GHR/GREB1/HEBP2/HMGCS1/HMGN4/IGFBP4/KPNB1/LIMCH1/MICB/MKNK2/MYO10/NBR1/PCDH7/PDZD2/PDZK1IP1/PFKM/PLCH1/PLCL1/PMAIP1/PNMA1/PRKAA1/PSIP1/QSOX1/RABGAP1L/REEP5/RLN2/RNF24/S100A14/SMARCE1/SPRED2/SRD5A1/SSR1/SWAP70/SYNGR3/TK1/TMEM87A/TMX4/TPGS2/TRIM36/TRMT1L/TSPAN3/UGT2B11/VLDLR/WIPF2/WWC3/PER3/GATA3/UCP2/PKP2/IFI35/FGFR2/MARCHF3/PALS2/TESMIN/TASOR2,80,89,BRCA,TG_ORA,0.17049808429118773
SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN,SMID_BREAST_CANCER_RELAPSE_IN_BRAIN_DN,23/3166,83/14741,0.27710843373494,1.2902259702106,1.38669725667902,0.107281453002204,0.600665856767535,0.571716645279847,ALCAM/ASTN2/CELSR1/CLCN3/DCAF10/GREB1/ITPR1/KDM4B/MAPKBP1/MAPT/MCCC2/MLPH/QDPR/RBM47/SLC4A8/SLC9A1/TJP3/CCNO/JMJD7-PLA2G4B/GATA3/ERBB3/CLGN/SPDEF,23,90,BRCA,TG_ORA,0.1724137931034483
NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON,NIKOLSKY_BREAST_CANCER_21Q22_AMPLICON,6/3166,16/14741,0.375,1.74601231838282,1.56142826071147,0.108221690638455,0.600665856767535,0.571716645279847,ADARB1/DIP2A/LSS/MCM3AP/SLC19A1/YBEY,6,91,BRCA,TG_ORA,0.1743295019157088
FARMER_BREAST_CANCER_APOCRINE_VS_BASAL,FARMER_BREAST_CANCER_APOCRINE_VS_BASAL,80/3166,328/14741,0.24390243902439,1.13561776805387,1.29903250510533,0.110217395275119,0.600665856767535,0.571716645279847,ABCC6/ACACA/ADCY7/ALCAM/AMACR/AR/ARFIP2/BCAP29/CDKN2A/CIRBP/CLDND1/CTBS/DAP/E2F3/EGF/ENOSF1/FCN2/FEM1C/FOXC1/GABRP/GHR/GINS1/GPM6B/HMGN4/HOXB2/IGF2BP2/INPP4B/KANK1/KDM4B/KIF11/KIF14/LDHB/LIMCH1/LMO4/MAPT/MELK/MID1/MKNK2/MLPH/NAV2/NUP88/P2RY2/PCLO/PKP1/PMAIP1/PRKAA1/PRKX/PRLR/PSIP1/QKI/QSOX1/RBM47/REEP5/RHOB/SCNN1A/SNRPD1/SOCS5/SPRED2/STOML2/SWAP70/TMEM87A/TPGS2/TRIM36/TSPAN3/TUBB6/TYMS/UGT2B11/NEDD4/DCAF6/UCP2/SREBF1/LIMA1/CLGN/CLN3/SPDEF/DALRD3/PUM3/SELENOP/FAM234B/TASOR2,80,93,BRCA,TG_ORA,0.1781609195402299
CHIN_BREAST_CANCER_COPY_NUMBER_DN,CHIN_BREAST_CANCER_COPY_NUMBER_DN,5/3166,13/14741,0.384615384615385,1.79078186500802,1.49176422100594,0.126426424131878,0.602279409449021,0.573252432466098,FANCA/HRAS/INS/LLGL1/PDIA3,5,106,BRCA,TG_ORA,0.20306513409961685
NIKOLSKY_BREAST_CANCER_1Q32_AMPLICON,NIKOLSKY_BREAST_CANCER_1Q32_AMPLICON,5/3166,13/14741,0.384615384615385,1.79078186500802,1.49176422100594,0.126426424131878,0.602279409449021,0.573252432466098,DYRK3/IL10/IL24/RASSF5/FCMR,5,106,BRCA,TG_ORA,0.20306513409961685
YANG_BREAST_CANCER_ESR1_LASER_UP,YANG_BREAST_CANCER_ESR1_LASER_UP,10/3166,32/14741,0.3125,1.45501026531901,1.34756060774799,0.130284674620342,0.602279409449021,0.573252432466098,AR/COQ7/FRAT1/GTF3C1/PATZ1/RAB26/SIGIRR/SIRT3/SNRNP35/STN1,10,109,BRCA,TG_ORA,0.20881226053639848
CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN,CHARAFE_BREAST_CANCER_BASAL_VS_MESENCHYMAL_DN,15/3166,52/14741,0.288461538461538,1.34308639875601,1.29614251105875,0.13111314538388,0.602279409449021,0.573252432466098,ARHGAP17/BDNF/FZD2/KLF2/MAP1B/PNMA2/RBM24/RNF182/SCG2/SH2B3/TRAF3/TRIO/UTRN/TUBB2A/ARHGEF40,15,111,BRCA,TG_ORA,0.21264367816091953
NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON,NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON,15/3166,52/14741,0.288461538461538,1.34308639875601,1.29614251105875,0.13111314538388,0.602279409449021,0.573252432466098,C16orf74/CBFA2T3/CHMP1A/DEF8/EMC8/FANCA/GAS8/RNF166/RPL13/SPG7/ZCCHC14/DPEP1/ZFPM1/ACSF3/ZC3H18,15,111,BRCA,TG_ORA,0.21264367816091953
SMID_BREAST_CANCER_LUMINAL_B_UP,SMID_BREAST_CANCER_LUMINAL_B_UP,43/3166,170/14741,0.252941176470588,1.17770242651704,1.21875619677561,0.131124174532578,0.602279409449021,0.573252432466098,ABCA3/BMPR1B/CACNA2D2/CEACAM5/CELSR1/CELSR3/DCAF10/GREB1/IFT122/IL24/INSM1/KDM4B/LDLRAD4/MAPT/MCCC2/METRN/MLPH/MRPS30/PCLO/PIEZO2/QDPR/RAB26/RABEP1/RASSF1/SLC1A1/SPAG16/SSTR2/TBC1D30/TJP3/TRIM9/ZDHHC11/ZNF652/SPINK4/AGTR1/GATA3/SREBF1/RSF1/RHBDL1/SLC6A4/FGFR2/RETREG1/TESMIN/FAM234B,43,113,BRCA,TG_ORA,0.2164750957854406
VANTVEER_BREAST_CANCER_ESR1_DN,VANTVEER_BREAST_CANCER_ESR1_DN,55/3166,224/14741,0.245535714285714,1.14322235132208,1.12964001347982,0.147624257608033,0.648474535980477,0.617221175605536,ADM/AGFG1/ASS1/BCL2A1/BLM/C21orf91/CA9/CCL18/CTPS1/CTSC/DEF8/FANCA/FDX1/FOXC1/GABRP/HDGF/HEBP2/IMPA2/INHBC/KCNK5/KIF2C/LDHB/LMO4/MELK/MID1/MTMR2/MYO10/NF2/PADI2/PDZK1IP1/PHACTR2/PKP1/RDX/RRP1/RSRC1/SERBP1/SFT2D2/SLC35C1/SOD2/ST8SIA1/TBC1D1/TM4SF1/TMCC2/UCK2/UGT8/ITGB2/IDO1/CCL5/IL15RA/ADAMTS7/IFRD1/THEMIS2/PIMREG/SEM1/PEDS1,55,118,BRCA,TG_ORA,0.2260536398467433
VANTVEER_BREAST_CANCER_BRCA1_DN,VANTVEER_BREAST_CANCER_BRCA1_DN,12/3166,41/14741,0.292682926829268,1.36274132166464,1.21639321557495,0.152370659721824,0.648474535980477,0.617221175605536,BMPR2/CSNK1A1/DKK3/FAM110C/NQO1/PRKG1/RGP1/SYNJ2BP/UBE2Q2/ZFHX3/ECI1/BLTP2,12,122,BRCA,TG_ORA,0.23371647509578544
DOANE_BREAST_CANCER_CLASSES_DN,DOANE_BREAST_CANCER_CLASSES_DN,10/3166,33/14741,0.303030303030303,1.41091904515783,1.2358908781252,0.152801471121837,0.648474535980477,0.617221175605536,CALU/CHST3/DEK/FOXC1/LMO4/NNT/PMAIP1/PYGL/TIMP2/MARCHF3,10,123,BRCA,TG_ORA,0.23563218390804597
BRCA1_DN.V1_DN,BRCA1_DN.V1_DN,35/3166,139/14741,0.251798561151079,1.17238237205561,1.06791768290335,0.167019081520596,0.686487878375994,0.653402457337102,ASPA/BMPR1B/BRCA1/CDC42EP2/CNIH4/COLQ/EXOC6B/FOXJ1/GREB1L/HHAT/ICAM4/ICMT/INSR/KLHL11/LRRC17/MSH5/NDOR1/NPFFR1/PCDHGB6/PNMA3/RAB40C/RBP4/SCARF1/SLC5A1/TRAF3/KMT2D/SUSD5/RAPGEF1/CD80/IFI35/ZNF668/VPS50/ERO1B/H4C5/ZRSR2P1,35,127,BRCA,TG_ORA,0.24329501915708812
