pathway,Description,setSize,enrichmentScore,NES,p_value,padj,qvalue,rank,leading_edge,core_enrichment,cancer,method,relative_rank
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_UP,3,-0.392177629344811,-0.667053849612084,0.860507246376812,0.98142476039917,0.878917727081264,451,"tags=67%, list=32%, signal=45%",CAVIN2/NAV1,PRAD,TG_Score,0.874031007751938
OUYANG_PROSTATE_CANCER_PROGRESSION_UP,OUYANG_PROSTATE_CANCER_PROGRESSION_UP,2,-0.417584077960116,-0.626036647354763,0.905882352941176,0.992604625315265,0.888929886808244,470,"tags=50%, list=13%, signal=43%",PLCE1,PRAD,TG_Score,0.9108527131782945
WANG_HCP_PROSTATE_CANCER,WANG_HCP_PROSTATE_CANCER,14,0.200585489415466,0.627668352969055,0.929411764705882,0.997897231992659,0.89366969572578,477,"tags=14%, list=15%, signal=12%",RPL28/SLC39A8,PRAD,TG_Score,0.9244186046511628
WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,8,0.223489890569742,0.569925819701895,0.950819672131147,0.997897231992659,0.89366969572578,491,"tags=38%, list=24%, signal=29%",BAX/CASP3/SHISA5,PRAD,TG_Score,0.9515503875968992
KEGG_PROSTATE_CANCER,KEGG_PROSTATE_CANCER,15,0.167605167273932,0.53122380525246,0.99112426035503,0.998397435897436,0.89411765475107,509,"tags=100%, list=83%, signal=17%",AR/MTOR/E2F3/PIK3CG/CHUK/EP300/TGFA/RELA/CREBBP/TCF7/EGFR/SOS1/INS/PDGFRA/CREB5,PRAD,TG_Score,0.9864341085271318
WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT,WANG_PROSTATE_CANCER_ANDROGEN_INDEPENDENT,8,0.167927948885983,0.428236255679027,0.997267759562842,0.998397435897436,0.89411765475107,514,"tags=38%, list=29%, signal=27%",RPLP2/SGSH/AP2A2,PRAD,TG_Score,0.9961240310077519
GRADE_COLON_AND_RECTAL_CANCER_UP,GRADE_COLON_AND_RECTAL_CANCER_UP,68,0.590803244420652,2.69060457617813,1.83310345974321e-10,1.06727356989494e-8,9.19767700853611e-9,9,"tags=63%, list=15%, signal=55%",AHCY/OLA1/POFUT1/POLD2/KARS1/PDK3/POLR2D/TCF7/INTS7/NIP7/PPIA/SHISA5/SNRPB/FXYD5/ADGRG1/POLR1D/TALDO1/SYAP1/CCT5/RTKN/DHX8/RRM1/EMC8/TRUB2/SRP72/TIMELESS/GTPBP10/MLST8/MTHFD1/NSMCE2/EPHB2/MACROH2A1/PLK1/MBTPS2/ETS2/TARS1/CDC25B/PA2G4/ZFAND1/METTL2B/MELK/IFITM1/CDCA7,READ,TG_Score,0.01717557251908397
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP,WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP,31,0.498076344681691,1.88806560088192,0.00181532529282176,0.0226483441294905,0.0195181591634219,42,"tags=39%, list=12%, signal=34%",CYB5B/XRCC5/USP10/ADGRG1/RRM1/DDB1/HMGN4/NDUFS6/RPL13/TMEM63A/NELFA/POLR2K,READ,TG_Score,0.08015267175572519
SOGA_COLORECTAL_CANCER_MYC_UP,SOGA_COLORECTAL_CANCER_MYC_UP,23,0.532989256581188,1.79462234411667,0.00277479111441356,0.0316084900859284,0.0272399402307418,46,"tags=48%, list=11%, signal=43%",AHCY/POLR1B/POLD2/PAICS/POLR2D/CAD/NUDT5/POLR1D/RRM1/IMPDH1/PRPS2,READ,TG_Score,0.08778625954198473
WP_H19_RBE2F1_AND_CDKBETACATENIN_IN_COLORECTAL_CANCER,WP_H19_RBE2F1_AND_CDKBETACATENIN_IN_COLORECTAL_CANCER,3,0.855651731160896,1.50165552015353,0.0279939847983579,0.184308949114308,0.158835956548892,78,"tags=100%, list=15%, signal=86%",SOX4/MACROH2A1/PMAIP1,READ,TG_Score,0.14885496183206107
KEGG_COLORECTAL_CANCER,KEGG_COLORECTAL_CANCER,16,0.532193490374095,1.61419876768592,0.0297165857913582,0.187608324755081,0.161679331699337,83,"tags=44%, list=16%, signal=37%",AXIN2/TCF7/TP53/MSH3/BIRC5/BAX/PIK3CB,READ,TG_Score,0.15839694656488548
WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,WP_LNCRNA_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,23,0.401867169187104,1.35312258602765,0.0935672514619883,0.386057006032141,0.332700794672134,127,"tags=22%, list=5%, signal=21%",AXIN2/TCF7/TCF3/CSNK2A1/WNT7B,READ,TG_Score,0.24236641221374045
LAIHO_COLORECTAL_CANCER_SERRATED_DN,LAIHO_COLORECTAL_CANCER_SERRATED_DN,20,0.421014740322075,1.37612784143676,0.112068965517241,0.416483247737833,0.358921882843573,141,"tags=40%, list=14%, signal=34%",KHSRP/RPL37A/CPNE1/GTF2IRD1/RAB15/EPHB2/ETS2/INPP5D,READ,TG_Score,0.26908396946564883
GRADE_COLON_VS_RECTAL_CANCER_DN,GRADE_COLON_VS_RECTAL_CANCER_DN,14,-0.484908105820748,-1.31467034871405,0.151273885350318,0.480941582982399,0.41447155303224,163,"tags=36%, list=9%, signal=33%",THBS3/DCLK1/EPB41L3/MPI/PHLDB1,READ,TG_Score,0.3110687022900763
WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,WP_CHROMOSOMAL_AND_MICROSATELLITE_INSTABILITY_IN_COLORECTAL_CANCER,21,0.360883076201016,1.19131069712017,0.233918128654971,0.612865497076023,0.528162511542013,200,"tags=38%, list=19%, signal=31%",AXIN2/TCF7/TP53/MSH3/BIRC5/BAX/PMAIP1/EXOC2,READ,TG_Score,0.3816793893129771
HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA,HP_HEREDITARY_NONPOLYPOSIS_COLORECTAL_CARCINOMA,10,0.450042727270572,1.19958365320343,0.24009324009324,0.617571990511365,0.532218529388059,202,"tags=30%, list=14%, signal=26%",AXIN2/TP53/BAX,READ,TG_Score,0.38549618320610685
LAIHO_COLORECTAL_CANCER_SERRATED_UP,LAIHO_COLORECTAL_CANCER_SERRATED_UP,22,-0.383482940112231,-1.17238817935149,0.240428790199081,0.617571990511365,0.532218529388059,204,"tags=18%, list=10%, signal=16%",CSNK1A1/MON2/NDUFV2/BCAP29,READ,TG_Score,0.3893129770992366
NABA_MATRISOME_PRIMARY_METASTATIC_COLORECTAL_TUMOR,NABA_MATRISOME_PRIMARY_METASTATIC_COLORECTAL_TUMOR,10,0.427716517904451,1.1400734019079,0.293706293706294,0.680982734080079,0.586865393572427,226,"tags=50%, list=24%, signal=38%",INTS14/ADAM9/SERPINB1/S100A16/PLXNB2,READ,TG_Score,0.4312977099236641
GRADE_COLON_VS_RECTAL_CANCER_UP,GRADE_COLON_VS_RECTAL_CANCER_UP,7,0.444956185082042,1.03763099592686,0.428899082568807,0.785066407515387,0.676563858626157,286,"tags=43%, list=14%, signal=37%",CANX/FOCAD/TEX10,READ,TG_Score,0.5458015267175572
GRADE_COLON_AND_RECTAL_CANCER_DN,GRADE_COLON_AND_RECTAL_CANCER_DN,28,-0.302631707073567,-0.961919461778398,0.524844720496894,0.840800169647275,0.724594762512417,326,"tags=32%, list=22%, signal=25%",NAV1/MEF2D/ZBTB4/CFD/SNCA/FAN1/ADAMTSL4/PRRT2/ZNF135,READ,TG_Score,0.6221374045801527
SOGA_COLORECTAL_CANCER_MYC_DN,SOGA_COLORECTAL_CANCER_MYC_DN,15,-0.329731853925271,-0.907074874666952,0.58908507223114,0.869901886445624,0.749674385868165,352,"tags=40%, list=31%, signal=28%",FAS/SLC4A4/SLCO2A1/ENPP6/ECI2/MKNK1,READ,TG_Score,0.6717557251908397
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN,WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_DN,11,-0.288454474639722,-0.729004281617483,0.825,0.973179408482143,0.83867811618891,444,"tags=27%, list=16%, signal=23%",ITGA1/FXYD3/CFLAR,READ,TG_Score,0.8473282442748091
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,35,-0.213342424861208,-0.715078795039647,0.888721804511278,0.984545931424757,0.84847369341346,473,"tags=26%, list=20%, signal=21%",MEF2D/ZEB2/DLK1/ITGA5/WNT2B/WNT9A/PKD1/NR2C2/PDCD6,READ,TG_Score,0.9026717557251909
VECCHI_GASTRIC_CANCER_EARLY_UP,VECCHI_GASTRIC_CANCER_EARLY_UP,91,0.625393615452941,2.85090584643708,1e-10,5.7777777777777804e-9,5.07602339181287e-9,1,"tags=73%, list=21%, signal=58%",TRIP13/BRCA1/NUP155/CSE1L/PRR11/BRIP1/KDM1B/GINS1/SKP2/SNRPD1/CKS1B/CDC6/RANBP1/CDCA7/KIF15/RACGAP1/CENPA/CDKN3/PARPBP/NCAPG2/STRIP2/UHRF1/MELK/RPA3/ZNF792/NCAPG/SFR1/MACC1/SNRPB/ZWINT/TK1/NUP93/UTP4/WRNIP1/GRN/DHX8/TFAP2A/BIRC5/RUNX1/MRPS10/XRCC4/NSD2/CEP72/FANCD2/ASS1/XPO5/PCLAF/CENPN/GPRC5A/BMS1/CENPM/SAMD5/JPH1/JPT1/ZNF703/ADORA2B/SNX5/TIMM17A/KCNE3/MUC3A/GUCY2C/CDC25B/MYEOV/IFITM3/CSTF3/STAMBPL1,STAD,TG_Score,0.0019230769230769232
VECCHI_GASTRIC_CANCER_EARLY_DN,VECCHI_GASTRIC_CANCER_EARLY_DN,55,-0.66141821208864,-2.41301037273605,5.97824654590946e-9,2.39129861836378e-7,2.10085749062729e-7,13,"tags=71%, list=26%, signal=53%",CAVIN2/MT1F/THSD4/SLIT2/BMPR1B/F13A1/TENT5C/PPP2R3A/MAP7D2/ID4/BNIP3/KCNJ15/PLLP/LRRC17/SLC1A2/SORBS2/PRIMA1/LEPR/CDH19/PLCXD3/GNG7/GCNT2/GHR/UBE2QL1/MYRIP/ADH1B/GPM6B/VLDLR/ASPA/GMPR/GADD45B/LIFR/MFSD4A/SH3GL2/FKBP5/ERO1B/KLF15/SELENOP/ALKAL2,STAD,TG_Score,0.025
TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP,TAKADA_GASTRIC_CANCER_COPY_NUMBER_UP,1,0.990296495956873,1.32722288748968,0.014784217299004,0.142366536953372,0.125075054732314,53,"tags=100%, list=1%, signal=99%",MET,STAD,TG_Score,0.10192307692307692
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP,VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP,30,0.437515474454664,1.56363103861694,0.0301907094088405,0.215057108117768,0.188936811585245,73,"tags=50%, list=34%, signal=33%",ADAM12/SEPTIN11/VCAN/ANGPT2/RNF213/BICD1/NIPBL/GXYLT2/LTBP2/GDAP1/HES2/FBN1/IL24/SLC1A3/DAB2,STAD,TG_Score,0.14038461538461539
KIM_GASTRIC_CANCER_CHEMOSENSITIVITY,KIM_GASTRIC_CANCER_CHEMOSENSITIVITY,23,-0.469199268085165,-1.41902866957477,0.0733788395904437,0.349750488175309,0.307270671797741,109,"tags=22%, list=11%, signal=19%",TMEM8B/TMEM151B/GOLGA8A/DCAF8/CFAP410,STAD,TG_Score,0.20961538461538462
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN,VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_DN,20,-0.409578087283376,-1.19765715154503,0.219430485762144,0.592437016415855,0.520481103490853,192,"tags=25%, list=5%, signal=24%",CYB561D1/RBM19/AK1/FXYD3/NDUFA7,STAD,TG_Score,0.36923076923076925
HP_STOMACH_CANCER,HP_STOMACH_CANCER,10,0.474354560631308,1.23726822961507,0.223194748358862,0.595520421607378,0.523190006027535,194,"tags=50%, list=16%, signal=42%",TRIP13/BLM/CDKN2A/MSH3/CHEK2,STAD,TG_Score,0.3730769230769231
HP_NEOPLASM_OF_THE_STOMACH,HP_NEOPLASM_OF_THE_STOMACH,24,-0.382055477508723,-1.16114008973984,0.245346869712352,0.616330300726681,0.541472369464331,207,"tags=12%, list=2%, signal=12%",SDHA/MUTYH/TREX1,STAD,TG_Score,0.39807692307692305
WP_GASTRIC_CANCER_NETWORK_1,WP_GASTRIC_CANCER_NETWORK_1,4,0.629702277069881,1.19813971689859,0.251521298174442,0.628803245436105,0.552430381617955,208,"tags=25%, list=1%, signal=25%",KIF15,STAD,TG_Score,0.4
WP_GASTRIC_CANCER_NETWORK_2,WP_GASTRIC_CANCER_NETWORK_2,5,-0.532079357280899,-1.04452785267269,0.424184261036468,0.787770770496298,0.692090110112133,280,"tags=20%, list=0%, signal=20%",CHTF8,STAD,TG_Score,0.5384615384615384
AUNG_GASTRIC_CANCER,AUNG_GASTRIC_CANCER,15,-0.378485809357669,-1.02834841845559,0.432708688245315,0.79126875852660306,0.695163241296651,282,"tags=20%, list=6%, signal=19%",THBS3/IFRD1/FXYD3,STAD,TG_Score,0.5423076923076923
TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN,TAKADA_GASTRIC_CANCER_COPY_NUMBER_DN,10,-0.259497532154808,-0.619914704385022,0.919266055045872,0.97779971559191,0.859038616532164,488,"tags=30%, list=10%, signal=27%",KANK1/VLDLR/SH3GL2,STAD,TG_Score,0.9384615384615385
DELYS_THYROID_CANCER_UP,DELYS_THYROID_CANCER_UP,65,0.69840940038834,3.15352710276863,1e-10,5.17e-8,4.72631578947368e-8,1,"tags=69%, list=21%, signal=56%",QPCT/TGFA/NPC2/ENTPD1/RAD23B/ALDH3B1/PDZK1IP1/SOX4/IL13RA1/GPX1/CTSC/TM7SF3/QSOX1/PHLDA2/TREM1/PTK7/PDLIM4/SPOCK2/EMILIN2/FXYD5/DSP/PPL/TMC6/CEACAM6/PLPP2/TMEM87A/MAP4K4/KCNK5/BICD1/IGF2BP2/RHOBTB3/SV2A/TNFRSF10C/PCDH7/IGSF3/CCL18/NCDN/EPS8/CD151/GGCT/DDB2/ADAM12/ABCC6/RUNX1/SEMA3F,THCA,TG_Score,0.0019342359767891683
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP,RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_UP,135,0.390337953156067,2.00510471433074,7.0556080915803e-7,9.11937345836753e-5,8.33675798189356e-5,4,"tags=47%, list=27%, signal=36%",C1orf43/ERLIN1/CTSC/CDKN2B/NCBP2/LDB1/CDKAL1/PHLDA2/WDHD1/TIPRL/MOB1A/GINS1/RRM1/CBFB/SNRPD1/ACP1/PLPP2/CSE1L/RAP2A/TNFRSF12A/KCTD5/ZWINT/SLC2A1/KPNA4/C5orf22/LONP1/YME1L1/CKS1B/SSX2IP/KLHL7/RHOBTB3/CDC6/SUB1/SSR1/INTS7/MAN1A2/UBE2W/SRD5A1/LRIF1/HACD1/LMNB2/IQGAP3/GGCT/TTL/ZNF146/NDC1/PRPF40A/PAICS/GSPT1/CALU/SRPK2/ARSB/ATP6V1C1/MTIF2/BRIX1/TNFSF9/ADAM9/TRIP11/TARS1/CANX/MPHOSPH10/WDR3/NUP155,THCA,TG_Score,0.007736943907156673
DELYS_THYROID_CANCER_DN,DELYS_THYROID_CANCER_DN,36,-0.625041040222321,-2.11561142842441,2.64585366222407e-5,0.0017098829292123,0.0015631424925508,8,"tags=67%, list=29%, signal=48%",EPB41L3/ASPH/LIMK2/EML1/PLCH1/ITPR1/PCLO/CLCNKB/AKAP12/AOC3/WFS1/NRN1/FBLN1/LIFR/RASSF9/RPS6KA5/FEZ1/PLA2R1/GHR/SRPX/ADH1B/ZDHHC11/SH3BP5/CDC42EP2,THCA,TG_Score,0.015473887814313346
MONTERO_THYROID_CANCER_POOR_SURVIVAL_DN,MONTERO_THYROID_CANCER_POOR_SURVIVAL_DN,2,0.956435575438558,1.46388655236151,0.00940334067373949,0.135042420231203,0.123453215278042,36,"tags=50%, list=0%, signal=50%",ORMDL3,THCA,TG_Score,0.06963249516441006
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP,RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_UP,139,0.271193398625818,1.40130394462562,0.0146907001022448,0.17663770507354,0.16147883452717,42,"tags=38%, list=26%, signal=29%",TGFBR1/ZDHHC20/ERLIN1/NCBP2/QSOX1/USP10/CAPRIN1/WDHD1/MOB1A/PAK2/FYTTD1/TRIM36/CBFB/MRPS30/ACP1/CSE1L/TNFRSF12A/KCTD5/API5/COPA/CDYL/SLC2A1/KPNA4/IGF2BP2/SSX2IP/RHOBTB3/PEG10/CDKN2A/NAA50/WDR53/MTAP/LRIF1/MELK/KIF11/MAPK14/ZNF146/NDC1/PRPF40A/PAICS/RUNX1/B4GALT5/ZCCHC7/RUNX2/CALU/HDAC9/PTPN11/BRIX1/TNFSF9/SCYL2/TARS1/FAS/RIGI/MPHOSPH10,THCA,TG_Score,0.08123791102514506
RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN,RODRIGUES_THYROID_CARCINOMA_ANAPLASTIC_DN,104,-0.360670958770373,-1.44870591131223,0.0198362193079521,0.218198412387473,0.199472843656674,47,"tags=30%, list=23%, signal=24%",AKAP12/ADGRA3/FKBP5/ITGA1/WFS1/IQCK/ZNF573/AXIN2/TMEM178A/PPP1R13B/GPM6B/NISCH/LIFR/CDKL1/RASSF9/ZCCHC24/ZBTB37/N4BP2L2/FEZ1/GHR/RILPL1/ZSCAN18/PLEKHH1/FIP1L1/NFATC3/GIT2/C22orf39/SLC35D2/GOLGA8N/ZBTB20/C16orf46,THCA,TG_Score,0.09090909090909091
RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN,RODRIGUES_THYROID_CARCINOMA_POORLY_DIFFERENTIATED_DN,190,-0.291194490048356,-1.25864251856272,0.0735632183908046,0.469533134667234,0.429238272351803,81,"tags=31%, list=23%, signal=25%",TMEM80/LYRM9/MYO9A/WDR11/SLC26A7/TPCN1/FKBP5/MED28/TMTC1/ITGA1/SPATA13/AGO3/CYTH1/ZNF573/POGZ/KDM4B/UVSSA/CABIN1/ANAPC5/MRTFB/ABI2/TMEM178A/PRTG/PPP1R13B/FBLN1/FBXO9/INO80D/LIFR/TGFBR2/GPATCH2L/IL11RA/CFLAR/RPS6KA5/GON4L/UBN2/MRPS25/N4BP2L2/ZNF160/RECK/RILPL1/MTMR10/ACACB/GNAL/ENOSF1/PDE4C/ZSCAN18/ARL17B/ZNF587/PAGR1/PLEKHH1/KSR1/SELENOP/GOLGA8N/ZBTB20/MTMR3/SMARCE1/ARL17A/CCDC152,THCA,TG_Score,0.15667311411992263
WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,WP_MAPK_PATHWAY_IN_CONGENITAL_THYROID_CANCER,1,-0.952517527087317,-1.28883562005123,0.0755813953488372,0.474694316298652,0.433956526556235,82,"tags=100%, list=5%, signal=95%",NA,THCA,TG_Score,0.15860735009671179
FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP,FONTAINE_PAPILLARY_THYROID_CARCINOMA_UP,7,0.580712019842042,1.36361867261092,0.150341685649203,0.556502225789973,0.508743763371064,137,"tags=43%, list=11%, signal=38%",NACC1/KCNK5/IGF2BP2,THCA,TG_Score,0.26499032882011603
MISIAK_ANAPLASTIC_THYROID_CARCINOMA_UP,MISIAK_ANAPLASTIC_THYROID_CARCINOMA_UP,12,-0.467157844671134,-1.22353507753301,0.224025974025974,0.658076298701299,0.601600851301808,176,"tags=50%, list=24%, signal=38%",SLC22A7/B4GALNT4/MYO18B/SMTNL2/TRIM9/HIF3A,THCA,TG_Score,0.3404255319148936
BARIS_THYROID_CANCER_DN,BARIS_THYROID_CANCER_DN,12,0.404515958934961,1.1569963856936,0.256476683937824,0.695918367346939,0.636195351600887,189,"tags=50%, list=16%, signal=42%",IL13RA1/RPL13A/HDGF/TOP2B/KLHL9/LLGL1,THCA,TG_Score,0.3655705996131528
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP,FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP,5,0.551266288226244,1.15230483665984,0.316810344827586,0.751334625118633,0.686855841755607,218,"tags=60%, list=11%, signal=54%",PBXIP1/KCNK5/IGF2BP2,THCA,TG_Score,0.42166344294003866
LUI_THYROID_CANCER_CLUSTER_3,LUI_THYROID_CANCER_CLUSTER_3,6,0.513042645380879,1.11887529487959,0.329571106094808,0.7615986608077,0.696239028204535,222,"tags=67%, list=20%, signal=54%",TMBIM6/LITAF/ITM2B/SARS1,THCA,TG_Score,0.42940038684719534
LUI_THYROID_CANCER_PAX8_PPARG_DN,LUI_THYROID_CANCER_PAX8_PPARG_DN,9,0.429111499967183,1.10013498866104,0.342105263157895,0.768993135011442,0.702998916054438,230,"tags=78%, list=36%, signal=50%",TMBIM6/LITAF/ITM2B/SARS1/SKP1/DNAJA1/RTN4,THCA,TG_Score,0.4448742746615087
BARIS_THYROID_CANCER_UP,BARIS_THYROID_CANCER_UP,3,-0.652104591836735,-1.11920928611021,0.381578947368421,0.774425427439441,0.70796501459902,252,"tags=100%, list=35%, signal=65%",NRF1/ACTN2,THCA,TG_Score,0.4874274661508704
HP_THYROID_CARCINOMA,HP_THYROID_CARCINOMA,10,0.399088422578298,1.06228735553779,0.362745098039216,0.774425427439441,0.70796501459902,238,"tags=40%, list=13%, signal=35%",SOX4/CDKN2B/DPF2/CDKN2A,THCA,TG_Score,0.46034816247582205
LUI_THYROID_CANCER_CLUSTER_2,LUI_THYROID_CANCER_CLUSTER_2,12,-0.405176450819837,-1.06119934797926,0.381493506493506,0.774425427439441,0.70796501459902,251,"tags=67%, list=29%, signal=47%",EPB41L3/ITPR1/ACADVL/PPARG/WFS1/TPM2/PPP1R13B/ZCCHC24,THCA,TG_Score,0.48549323017408125
FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN,FONTAINE_PAPILLARY_THYROID_CARCINOMA_DN,14,-0.384223162890387,-1.05336125217198,0.375404530744337,0.774425427439441,0.70796501459902,245,"tags=36%, list=20%, signal=29%",KLK2/IL24/PICK1/CABIN1/MT1A,THCA,TG_Score,0.4738878143133462
MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP,MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP,1,0.719247928616954,0.970165921154437,0.534979423868313,0.872001499250375,0.797167205870749,317,"tags=100%, list=28%, signal=72%",ASPM,THCA,TG_Score,0.6131528046421664
MISIAK_ANAPLASTIC_THYROID_CARCINOMA_DN,MISIAK_ANAPLASTIC_THYROID_CARCINOMA_DN,1,-0.705226258763544,-0.954229918759907,0.558139534883721,0.87321564781519,0.798277157424454,327,"tags=100%, list=30%, signal=70%",NA,THCA,TG_Score,0.632495164410058
HP_FOLLICULAR_THYROID_CARCINOMA,HP_FOLLICULAR_THYROID_CARCINOMA,1,0.695666029318037,0.938357202428062,0.582304526748971,0.87321564781519,0.798277157424454,343,"tags=100%, list=30%, signal=70%",USF3,THCA,TG_Score,0.6634429400386848
LUI_THYROID_CANCER_PAX8_PPARG_UP,LUI_THYROID_CANCER_PAX8_PPARG_UP,7,0.380291845960258,0.892995227366118,0.574031890660592,0.87321564781519,0.798277157424454,337,"tags=43%, list=14%, signal=37%",SOX4/DDR1/ARHGAP1,THCA,TG_Score,0.6518375241779497
KEGG_THYROID_CANCER,KEGG_THYROID_CANCER,4,0.454937618220618,0.881732884738655,0.580786026200873,0.87321564781519,0.798277157424454,341,"tags=25%, list=4%, signal=24%",TPM3,THCA,TG_Score,0.6595744680851063
HP_PAPILLARY_THYROID_CARCINOMA,HP_PAPILLARY_THYROID_CARCINOMA,4,-0.47020311223883,-0.876805124570442,0.612132352941177,0.897473854608192,0.820453549260059,352,"tags=25%, list=2%, signal=25%",SMARCE1,THCA,TG_Score,0.6808510638297872
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN,FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_DN,7,-0.368136130608197,-0.812731037546737,0.696269982238011,0.937169621947139,0.856742665691267,383,"tags=71%, list=21%, signal=57%",KLF1/CD38/IFITM3/KLK2/IL24,THCA,TG_Score,0.7408123791102514
LUI_THYROID_CANCER_CLUSTER_1,LUI_THYROID_CANCER_CLUSTER_1,9,-0.284625379648212,-0.67729332230783,0.863013698630137,0.993800086636344,0.908513160744617,446,"tags=22%, list=12%, signal=20%",SLC35E2B/GOLGA8A,THCA,TG_Score,0.8626692456479691
LUI_THYROID_CANCER_CLUSTER_5,LUI_THYROID_CANCER_CLUSTER_5,2,-0.378068218042716,-0.584243309320766,0.934086629001883,0.995816163816922,0.910356220205228,482,"tags=100%, list=62%, signal=38%",CRYAB,THCA,TG_Score,0.9323017408123792
RODRIGUES_THYROID_CARCINOMA_DN,RODRIGUES_THYROID_CARCINOMA_DN,14,-0.176380043438343,-0.483552063901374,0.988673139158576,0.996309119414685,0.910806870848404,513,"tags=21%, list=24%, signal=16%",RNF213/ANAPC5/ZNF160,THCA,TG_Score,0.9922630560928434
RODRIGUES_THYROID_CARCINOMA_UP,RODRIGUES_THYROID_CARCINOMA_UP,2,0.283391775581766,0.433749454722839,0.993630573248408,0.996309119414685,0.910806870848404,515,"tags=100%, list=72%, signal=28%",ECI1/FKBP11,THCA,TG_Score,0.9961315280464217
LIN_ENDOMETRIAL_CANCER_MITOCHONDRIAL_SIGNATURE,LIN_ENDOMETRIAL_CANCER_MITOCHONDRIAL_SIGNATURE,75,0.409727273698055,1.8447293745344,2.3681688996313e-4,0.00286933952722769,0.00233628412864483,43,"tags=43%, list=18%, signal=36%",POLQ/E2F1/PLA2G4F/SLC2A1/GLDC/ATP13A2/MTIF2/GPX4/DHRS7B/NAT8L/UNG/TP53/MCAT/MYCBP/BSG/ECI1/FASTKD1/HIP1R/MACC1/COX4I1/POLB/TRMT10C/MRPL36/MMAA/MRPS10/OXNAD1/PYCARD/ATP5F1D/SND1/SREBF1/BCL2A1/THOP1,UCEC,TG_Score,0.08253358925143954
BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN,BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN,4,-0.778520396404701,-1.44276102653539,0.0707456978967495,0.261407862441181,0.212844466236581,141,"tags=100%, list=22%, signal=78%",RBFOX3/AOC3/DNLZ,UCEC,TG_Score,0.2706333973128599
BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP,BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP,7,0.507847195522816,1.1993067876611,0.264150943396226,0.579831932773109,0.472112877881732,236,"tags=14%, list=0%, signal=14%",NUP210,UCEC,TG_Score,0.45297504798464494
WONG_ENDOMETRIAL_CANCER_LATE,WONG_ENDOMETRIAL_CANCER_LATE,1,0.779364348226624,1.04352050177223,0.425818882466281,0.711124110363654,0.579014075111734,311,"tags=100%, list=22%, signal=78%",TENT5C,UCEC,TG_Score,0.5969289827255279
WP_ENDOMETRIAL_CANCER,WP_ENDOMETRIAL_CANCER,14,0.282358785403008,0.821397583434419,0.69683257918552,0.87152893944463,0.70961948196017,416,"tags=36%, list=20%, signal=29%",TP53/HRAS/TCF7/FGFR3/MAP2K2,UCEC,TG_Score,0.7984644913627639
