pathway,Description,setSize,enrichmentScore,NES,p_value,padj,qvalue,rank,leading_edge,core_enrichment,cancer,method,relative_rank
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM,10,-0.601739262602103,-1.53520164944154,0.0494484215886237,0.241696490568693,0.202366388400073,107,"tags=40%, list=9%, signal=37%",C2/ACTC1/A2M/ALDOA,LUSC,TG_Score,0.2045889101338432
WIKMAN_ASBESTOS_LUNG_CANCER_UP,WIKMAN_ASBESTOS_LUNG_CANCER_UP,7,-0.641408927595179,-1.45028693444791,0.0694444444444444,0.290555555555556,0.24327485380117,124,"tags=43%, list=16%, signal=36%",LIFR/SORBS2/ADD1,LUSC,TG_Score,0.23709369024856597
INAMURA_LUNG_CANCER_SCC_DN,INAMURA_LUNG_CANCER_SCC_DN,2,-0.853301320528211,-1.3262640927936,0.12621359223301,0.40746733788805,0.341162146646732,162,"tags=100%, list=15%, signal=85%",ADARB1,LUSC,TG_Score,0.30975143403441685
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP,STEARMAN_LUNG_CANCER_EARLY_VS_LATE_UP,34,0.33545914324628,1.24667805521795,0.123376623376623,0.40746733788805,0.341162146646732,156,"tags=24%, list=11%, signal=21%",ZNF131/ZNF639/TMCO1/C5orf34/RRP1B/TM7SF3/ELOC/H2AZ2,LUSC,TG_Score,0.2982791586998088
HATADA_METHYLATED_IN_LUNG_CANCER_UP,HATADA_METHYLATED_IN_LUNG_CANCER_UP,88,-0.273815092135573,-1.18803396937588,0.170474516695958,0.510097532989099,0.427091825950418,174,"tags=30%, list=11%, signal=27%",GFOD1/AHI1/RIC3/HNF1B/SPOCK2/UPB1/EXOC7/PDE4DIP/CYYR1/YPEL3/COG1/TGFB1I1/CNN1/ZCCHC24/SLIT2/RGN/CACNA2D2/ADAMTSL4/ZBTB47/TNFRSF10C/PDE8B/CFAP410/PCDHGB2/PCDHGA3/TCF21/PCDHGC4,LUSC,TG_Score,0.3326959847036329
SPIRA_SMOKERS_LUNG_CANCER_DN,SPIRA_SMOKERS_LUNG_CANCER_DN,8,0.547593647833557,1.31926349461363,0.17319587628866,0.511360979446086,0.428149677869723,177,"tags=50%, list=26%, signal=37%",PRR11/DCLRE1C/LMO4/ALMS1,LUSC,TG_Score,0.3384321223709369
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN,11,-0.489123583593594,-1.27199335740712,0.176470588235294,0.511360979446086,0.428149677869723,179,"tags=55%, list=23%, signal=42%",SMAP2/SOCS3/AXIN2/TLE5/PTGDR2/ATG7,LUSC,TG_Score,0.3422562141491396
FALVELLA_SMOKERS_WITH_LUNG_CANCER,FALVELLA_SMOKERS_WITH_LUNG_CANCER,20,-0.400539518379056,-1.22686114102944,0.215867158671587,0.559168257076909,0.468177508189583,201,"tags=60%, list=31%, signal=42%",SOD2/CRTC1/RNF144B/FER/MYH11/FKBP5/RNF125/CYTH1/RHOB/MAT2A/PRKG1/AHRR,LUSC,TG_Score,0.384321223709369
WIKMAN_ASBESTOS_LUNG_CANCER_DN,WIKMAN_ASBESTOS_LUNG_CANCER_DN,8,0.508991001718575,1.22626193768092,0.245360824742268,0.594091256204658,0.497417656397581,216,"tags=88%, list=40%, signal=52%",ATL2/MIEF1/PATZ1/PPIG/SIRT6/RUNX1/FNTA,LUSC,TG_Score,0.4130019120458891
DING_LUNG_CANCER_MUTATED_FREQUENTLY,DING_LUNG_CANCER_MUTATED_FREQUENTLY,3,-0.66795892160269,-1.15705284678902,0.308316430020284,0.677518877733649,0.567269504150545,238,"tags=100%, list=26%, signal=74%",IRAK2/FYN,LUSC,TG_Score,0.45506692160611856
DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY,DING_LUNG_CANCER_MUTATED_SIGNIFICANTLY,9,0.465219885498215,1.14938686174906,0.317796610169492,0.686450580232093,0.574747793854384,242,"tags=33%, list=15%, signal=28%",CDKN2A/GNAS/EGFR,LUSC,TG_Score,0.4627151051625239
HATADA_METHYLATED_IN_LUNG_CANCER_DN,HATADA_METHYLATED_IN_LUNG_CANCER_DN,9,-0.439421773989562,-1.0965668150169,0.328301886792453,0.691595650896268,0.579055632027468,247,"tags=33%, list=6%, signal=31%",MEFV/SCUBE1/IGFLR1,LUSC,TG_Score,0.4722753346080306
DING_LUNG_CANCER_MUTATED_RECURRENTLY,DING_LUNG_CANCER_MUTATED_RECURRENTLY,2,0.743488495387875,1.12299328441402,0.338809034907598,0.696292100946651,0.582987851451759,254,"tags=50%, list=15%, signal=43%",EGFR,LUSC,TG_Score,0.48565965583174
DING_LUNG_CANCER_BY_MUTATION_RATE,DING_LUNG_CANCER_BY_MUTATION_RATE,5,0.54888622751955,1.12195576800033,0.348425196850394,0.702140783744557,0.587884806355511,258,"tags=20%, list=1%, signal=20%",DDR1,LUSC,TG_Score,0.4933078393881453
SPIRA_SMOKERS_LUNG_CANCER_UP,SPIRA_SMOKERS_LUNG_CANCER_UP,5,-0.555242001904397,-1.12954510256783,0.356275303643725,0.708486630439802,0.593198024077604,263,"tags=80%, list=24%, signal=61%",ARL6IP5/SLC4A4/PPBP/SLC39A8,LUSC,TG_Score,0.502868068833652
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5,SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A5,24,-0.295744857215817,-0.960191800612202,0.506398537477148,0.805004362007746,0.674009891506938,329,"tags=29%, list=24%, signal=22%",GGA2/HOOK2/SMIM7/RALGAPA1/GNA11/SHC2/ZSCAN18,LUSC,TG_Score,0.6290630975143403
LI_LUNG_CANCER,LI_LUNG_CANCER,7,0.411839260738572,0.955790963569154,0.506024096385542,0.805004362007746,0.674009891506938,328,"tags=43%, list=11%, signal=38%",KIF11/PSMB6/HAP1,LUSC,TG_Score,0.627151051625239
SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,SHEDDEN_LUNG_CANCER_GOOD_SURVIVAL_A12,61,-0.229200298550631,-0.925166425661303,0.597449908925319,0.857118880842725,0.717644066479971,364,"tags=21%, list=17%, signal=18%",RHOQ/ZBTB25/ARHGAP17/SH3BP2/SLC1A1/NXPH3/DLG4/THRA/COMMD3/ARHGAP45/PTGDR2/CDC42EP2/TXNDC5,LUSC,TG_Score,0.6959847036328872
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_FIBROBLAST,18,0.274218205575138,0.859081050108643,0.673866090712743,0.893752160813948,0.7483161897929,393,"tags=39%, list=20%, signal=31%",CHAF1A/PSMB5/YWHAQ/PSMB6/UBA52/VCP/AGRN,LUSC,TG_Score,0.751434034416826
CHEN_LUNG_CANCER_SURVIVAL,CHEN_LUNG_CANCER_SURVIVAL,5,0.392207526685691,0.801695278102933,0.714566929133858,0.906853806980499,0.75928586837856,411,"tags=60%, list=40%, signal=36%",CALU/EPHX1/ATP5F1D,LUSC,TG_Score,0.7858508604206501
INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP,INAMURA_LUNG_CANCER_SCC_SUBTYPES_UP,3,-0.461206502912071,-0.798911849057444,0.718052738336714,0.906853806980499,0.75928586837856,414,"tags=33%, list=3%, signal=32%",PRORP,LUSC,TG_Score,0.7915869980879541
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_MACROPHAGE,14,0.271807479003491,0.796134559242398,0.741273100616016,0.921968443007292,0.771940972710141,420,"tags=29%, list=13%, signal=25%",CHAF1A/PSMB5/PSMB6/TALDO1,LUSC,TG_Score,0.8030592734225621
TOMIDA_LUNG_CANCER_POOR_SURVIVAL,TOMIDA_LUNG_CANCER_POOR_SURVIVAL,1,-0.623619779164666,-0.826159658995401,0.769685039370079,0.928654878580237,0.7775393569274,433,"tags=100%, list=38%, signal=62%",NA,LUSC,TG_Score,0.8279158699808795
NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS,NAKAMURA_LUNG_CANCER_DIFFERENTIATION_MARKERS,1,0.610897743638982,0.803584180724381,0.799595141700405,0.945863919944544,0.791948054134911,442,"tags=100%, list=39%, signal=61%",MUC4,LUSC,TG_Score,0.8451242829827916
YANAGISAWA_LUNG_CANCER_RECURRENCE,YANAGISAWA_LUNG_CANCER_RECURRENCE,1,0.564570331253,0.74264439806041,0.884615384615385,0.97655425481823,0.817644299093054,473,"tags=100%, list=44%, signal=56%",H2AC8,LUSC,TG_Score,0.904397705544933
GRUETZMANN_PANCREATIC_CANCER_UP,GRUETZMANN_PANCREATIC_CANCER_UP,28,0.58801508796202,2.04391691679473,1.8899113366466e-4,0.018227062508791098,0.0163189663178766,4,"tags=50%, list=16%, signal=43%",HMGN4/SLC2A1/PLAT/CBFB/MELK/RALBP1/ENTPD1/RAB31/BST2/GPX4/BZW1/FLAD1/MYL12A/SUSD6,PAAD,TG_Score,0.008791208791208791
WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER,WP_T_CELL_MODULATION_AND_DESMOPLASIA_IN_PANCREATIC_CANCER,7,0.761489814373963,1.71554418808528,0.00703883572147138,0.145060676870554,0.129875030535349,21,"tags=71%, list=17%, signal=60%",ENTPD1/TNFSF9/IDO1/PDCD1LG2/FAS,PAAD,TG_Score,0.046153846153846156
KEGG_PANCREATIC_CANCER,KEGG_PANCREATIC_CANCER,6,0.701744864073913,1.52934206535334,0.0294856628811402,0.246443833631012,0.220644912932797,52,"tags=67%, list=14%, signal=58%",RALBP1/E2F3/TGFBR1/CDKN2A,PAAD,TG_Score,0.11428571428571428
WP_PANCREATIC_CANCER_SUBTYPES,WP_PANCREATIC_CANCER_SUBTYPES,4,0.773753013849068,1.46958139484985,0.0467289719626168,0.327121617346792,0.292876959891749,64,"tags=75%, list=7%, signal=70%",CEACAM6/SLC2A1/KRT20,PAAD,TG_Score,0.14065934065934066
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_2,3,0.803388134985753,1.37872028110705,0.0597014925373134,0.349750178443969,0.313136654847463,77,"tags=67%, list=4%, signal=64%",PLAT/BST2,PAAD,TG_Score,0.16923076923076924
GRUETZMANN_PANCREATIC_CANCER_DN,GRUETZMANN_PANCREATIC_CANCER_DN,16,-0.524343293109753,-1.46084343862675,0.0770877944325482,0.4031603042162,0.360955552878356,87,"tags=75%, list=25%, signal=57%",GTF3C1/HNF1B/NFIB/SSR1/DAP/ABCA3/MAPK9/LSS/KANK1/INSR/HTT/PPP2R1B,PAAD,TG_Score,0.1912087912087912
WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,WP_PANCREATIC_ADENOCARCINOMA_PATHWAY,9,0.536231300295726,1.3285488626138,0.129666011787819,0.49261811023622,0.441048487360133,119,"tags=44%, list=14%, signal=38%",RALBP1/E2F3/TGFBR1/CDKN2A,PAAD,TG_Score,0.26153846153846155
WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,WP_METABOLIC_REPROGRAMMING_IN_PANCREATIC_CANCER,4,0.655388840628766,1.24477349921913,0.185046728971963,0.5406784136739,0.484077608078194,155,"tags=50%, list=3%, signal=48%",SLC2A1/HK2,PAAD,TG_Score,0.34065934065934067
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER,SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER,4,0.610535840852716,1.1595846433513,0.25981308411215,0.607458875808841,0.543867171632207,193,"tags=25%, list=4%, signal=24%",HPSE,PAAD,TG_Score,0.42417582417582417
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN,20,0.35492785641523,1.12041178380678,0.280737704918033,0.62923968343697,0.563367860011816,203,"tags=35%, list=22%, signal=28%",SEC14L2/PHC2/JOSD1/PDCD1LG2/RRAGA/KITLG/APOL3,PAAD,TG_Score,0.4461538461538462
SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER,SATO_SILENCED_EPIGENETICALLY_IN_PANCREATIC_CANCER,3,0.670219689547052,1.15018561830289,0.28544776119403,0.630479278365454,0.564477688206896,206,"tags=67%, list=14%, signal=57%",BST2/CDKN2A,PAAD,TG_Score,0.45274725274725275
SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,SATO_SILENCED_BY_METHYLATION_IN_PANCREATIC_CANCER_1,32,0.305115026340339,1.08939532426882,0.328358208955224,0.681424067262218,0.610089332632685,218,"tags=22%, list=10%, signal=20%",PLAT/MR1/RAB31/BST2/PML/PYCARD/JHY,PAAD,TG_Score,0.47912087912087914
HP_PANCREATIC_ADENOCARCINOMA,HP_PANCREATIC_ADENOCARCINOMA,4,-0.622318278587857,-1.16597876232839,0.334047109207709,0.684646102204989,0.612974069527659,222,"tags=50%, list=1%, signal=50%",STK11/MUTYH,PAAD,TG_Score,0.4879120879120879
WP_NRP1TRIGGERED_SIGNALING_IN_PANCREATIC_CANCER,WP_NRP1TRIGGERED_SIGNALING_IN_PANCREATIC_CANCER,2,0.669421909163624,1.02266264773896,0.475046210720887,0.796676911256243,0.713276956983611,271,"tags=50%, list=9%, signal=45%",TGFBR1,PAAD,TG_Score,0.5956043956043956
WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT,WP_CELL_INTERACTIONS_IN_PANCREATIC_CANCER_MICROENVIRONMENT,2,0.636437246963563,0.972272629846599,0.561922365988909,0.866693818728657,0.775964159278173,295,"tags=100%, list=36%, signal=64%",FAS/IFITM2,PAAD,TG_Score,0.6483516483516484
HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER,HEIDENBLAD_AMPLIFIED_IN_PANCREATIC_CANCER,2,0.607893001270425,0.928666148674319,0.619223659889094,0.894743244065117,0.80107723644465,314,"tags=50%, list=38%, signal=31%",TMTC1,PAAD,TG_Score,0.6901098901098901
WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,WP_INTERACTIONS_OF_NATURAL_KILLER_CELLS_IN_PANCREATIC_CANCER,2,0.603238866396761,0.921556118620505,0.628465804066543,0.894743244065117,0.80107723644465,319,"tags=100%, list=40%, signal=60%",MICB/PVR,PAAD,TG_Score,0.701098901098901
WP_TARGETING_YAP_IN_PANCREATIC_DUCTAL_ADENOCARCINOMA_PDAC,WP_TARGETING_YAP_IN_PANCREATIC_DUCTAL_ADENOCARCINOMA_PDAC,1,0.642394822006472,0.856179844093125,0.724696356275304,0.91593567251462,0.820051139995738,360,"tags=100%, list=36%, signal=64%",PRKAA1,PAAD,TG_Score,0.7912087912087912
AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP,AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP,22,-0.222987454619308,-0.68923971640201,0.867307692307692,0.969594594594595,0.868092789145421,407,"tags=14%, list=2%, signal=14%",RGP1/ZNF573/SMARCE1,PAAD,TG_Score,0.8945054945054945
KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION,KUUSELO_PANCREATIC_CANCER_19Q13_AMPLIFICATION,3,0.377315124975999,0.64752265127998,0.934701492537313,1,0.895315211104685,424,"tags=67%, list=32%, signal=45%",SAMD4B/ZFP36,PAAD,TG_Score,0.9318681318681319
LIU_PROSTATE_CANCER_DN,LIU_PROSTATE_CANCER_DN,87,-0.676585958534007,-2.62103469995091,1e-10,2.58e-8,2.31052631578947e-8,1,"tags=89%, list=31%, signal=63%",SLMAP/PER3/KITLG/MR1/ID4/C1S/UBE2QL1/PCDH7/AOC3/MAP1B/TPM2/RBP4/DKK3/C1R/CLIC4/ADAMTS5/TACC1/FOXQ1/TNS4/ETS2/AKAP12/SYNGR1/EPB41L3/IL33/TBC1D1/ANK2/ITGA1/MECOM/PDLIM4/LAYN/GPLD1/DMKN/MRAS/CCDC136/STARD4/DDB2/GJC1/TUB/FCHSD2/FYN/DDR2/EHD2/CAV2/SLC4A11/JAZF1/TIMP2/TGFB1I1/MXRA7/DST/TUBB6/WNT2B/CERK/CYP3A7/DOK4/CFD/MUC4/C1QTNF1/ZBTB47/SH3PXD2A/SH3PXD2B/GPM6B/MFSD2A/AOPEP/SLC47A1/ENO2/RBPMS/ACACB/CYP3A5/GNAL/COL27A1/BTN2A1/DENND2B/PRRT2/DSE/KSR1/TTLL3/PLLP,PRAD,TG_Score,0.001937984496124031
WALLACE_PROSTATE_CANCER_UP,WALLACE_PROSTATE_CANCER_UP,7,0.859266600594648,2.0845120830329402,1.7247550593047e-4,0.00523513888588956,0.00468834347389946,17,"tags=100%, list=14%, signal=86%",POLD2/SOX4/PRSS8/AHCY/BDH1/DAP/AMACR,PRAD,TG_Score,0.03294573643410853
TOMLINS_PROSTATE_CANCER_UP,TOMLINS_PROSTATE_CANCER_UP,11,0.630532154635672,1.81014049514027,0.00575987868663226,0.084917068637207,0.0760477216069643,35,"tags=91%, list=17%, signal=76%",EEF2/PAICS/RAB11A/SOX4/MCCC2/BICD1/ZNF652/BDH1/AMACR/TRIM27,PRAD,TG_Score,0.06782945736434108
YEGNASUBRAMANIAN_PROSTATE_CANCER,YEGNASUBRAMANIAN_PROSTATE_CANCER,21,0.500063857537973,1.75528384481804,0.00727037085926133,0.102255934474939,0.0915755920736396,36,"tags=48%, list=18%, signal=39%",ADO/MCCC2/TRIM36/ABHD2/SPDEF/HOXB13/KLHL7/AMACR/SLC39A8/LYSET,PRAD,TG_Score,0.06976744186046512
KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3,KONDO_PROSTATE_CANCER_HCP_WITH_H3K27ME3,16,0.558920040689093,1.83830456451437,0.00860136877862026,0.110957657244201,0.0993684445740603,40,"tags=69%, list=34%, signal=45%",TAF7/ALCAM/TRIM36/EN2/TCF3/UQCRQ/TMX1/MAPT/LIMCH1/ISLR2/HNF1B,PRAD,TG_Score,0.07751937984496124
LIU_PROSTATE_CANCER_UP,LIU_PROSTATE_CANCER_UP,12,0.586116998992514,1.75737693978932,0.015981261537025,0.168292468430712,0.15071479730943,49,"tags=75%, list=14%, signal=65%",ABCC4/RAP1GAP/SOX4/BEND4/ENTPD5/GMDS/TMEM161A/GGCT/AMACR,PRAD,TG_Score,0.09496124031007752
WALLACE_PROSTATE_CANCER_RACE_UP,WALLACE_PROSTATE_CANCER_RACE_UP,42,-0.434049681011106,-1.49949971511409,0.0373230373230373,0.285100316147184,0.2553223965496,66,"tags=45%, list=30%, signal=32%",BTN3A1/CNN1/SYT11/APOLD1/MYBL1/PLEKHO2/SERPINB9/ETS2/TAP2/PPARGC1A/SLFN12/APOBEC3G/IL15/FYN/IFITM1/MXRA7/IFITM2/WNT2B/IL16,PRAD,TG_Score,0.12790697674418605
TOMLINS_PROSTATE_CANCER_DN,TOMLINS_PROSTATE_CANCER_DN,9,-0.65470969511591,-1.50797835576997,0.0448717948717949,0.308187938898139,0.275998582570957,74,"tags=89%, list=30%, signal=63%",CNN1/TPM2/TACC1/AKAP12/TGFB1I1/DST/RBPMS/DENND2B,PRAD,TG_Score,0.1434108527131783
OUYANG_PROSTATE_CANCER_PROGRESSION_DN,OUYANG_PROSTATE_CANCER_PROGRESSION_DN,6,0.622235944273592,1.44145393237657,0.0865139949109415,0.446412213740458,0.399785723851614,100,"tags=83%, list=37%, signal=52%",ARFIP2/DIRAS1/ARL3/MAP2K3/RABL6,PRAD,TG_Score,0.1937984496124031
HP_PROSTATE_CANCER,HP_PROSTATE_CANCER,8,0.578600598534247,1.47550038867075,0.092896174863388,0.452211568202908,0.404979352184978,106,"tags=62%, list=28%, signal=45%",AR/NTHL1/BRIP1/CDKN2A/BRCA1,PRAD,TG_Score,0.2054263565891473
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP,SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_UP,13,0.452033428910148,1.38491027648823,0.104046242774566,0.477619363395225,0.427733375215226,110,"tags=69%, list=24%, signal=53%",MAP7/PSMD13/BMPR1B/KCNN2/XRCC5/UBE2G1/GHR/SH3YL1/ZNF3,PRAD,TG_Score,0.2131782945736434
SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN,SETLUR_PROSTATE_CANCER_TMPRSS2_ERG_FUSION_DN,4,-0.738613861386139,-1.37259378787452,0.107266435986159,0.477619363395225,0.427733375215226,115,"tags=100%, list=26%, signal=74%",KLHL21/AQP2/CSDC2,PRAD,TG_Score,0.22286821705426357
WALLACE_PROSTATE_CANCER_DN,WALLACE_PROSTATE_CANCER_DN,3,-0.774331903662158,-1.3170590022644,0.134057971014493,0.524877935363869,0.47005592334708,130,"tags=100%, list=23%, signal=77%",CAV2/GPM6B,PRAD,TG_Score,0.25193798449612403
HWANG_PROSTATE_CANCER_MARKERS,HWANG_PROSTATE_CANCER_MARKERS,2,0.825154215524969,1.30399700367825,0.144016227180527,0.52902939404509,0.473773773940829,140,"tags=50%, list=4%, signal=48%",KPNB1,PRAD,TG_Score,0.2713178294573643
WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING,WP_MIRNA_REGULATION_OF_PROSTATE_CANCER_SIGNALING,5,0.613171773021552,1.32699964513053,0.166253101736973,0.577181208053691,0.516896267514424,148,"tags=40%, list=18%, signal=33%",AR/MTOR,PRAD,TG_Score,0.2868217054263566
LI_PROSTATE_CANCER_EPIGENETIC,LI_PROSTATE_CANCER_EPIGENETIC,5,0.596070141856389,1.28998903980619,0.19106699751861,0.612363793289459,0.548404131485256,161,"tags=60%, list=21%, signal=48%",AR/PXMP4/CDKN2A,PRAD,TG_Score,0.312015503875969
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX2_UP,2,-0.797163588390501,-1.19509733873749,0.241176470588235,0.67085761483045,0.600788439230044,185,"tags=100%, list=20%, signal=80%",CSNK1A1,PRAD,TG_Score,0.35852713178294576
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_UP,1,0.856577645895153,1.14561827599947,0.272545090180361,0.706699831824453,0.632887038292401,199,"tags=100%, list=14%, signal=86%",ACER3,PRAD,TG_Score,0.3856589147286822
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_UP,2,-0.763053922713435,-1.14396056923426,0.315686274509804,0.750664136622391,0.672259396118379,217,"tags=100%, list=20%, signal=80%",FBLN1,PRAD,TG_Score,0.42054263565891475
WP_PI3KAKTMTOR_SIGNALING_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER,WP_PI3KAKTMTOR_SIGNALING_AND_THERAPEUTIC_OPPORTUNITIES_IN_PROSTATE_CANCER,7,0.444078822926335,1.07729972463538,0.381201044386423,0.819582245430809,0.733979203884385,240,"tags=57%, list=34%, signal=38%",MLST8/MTOR/PIK3CG/TFEB,PRAD,TG_Score,0.46511627906976744
WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,WP_ANDROGEN_RECEPTOR_NETWORK_IN_PROSTATE_CANCER,26,0.268465212594783,1.01602452379426,0.417241379310345,0.836917281431486,0.749503644529626,256,"tags=31%, list=21%, signal=25%",ABCC4/BAX/AR/MTOR/CASP3/BLM/CDKN2A/ARID1A,PRAD,TG_Score,0.49612403100775193
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX4_DN,7,0.412689758569476,1.00115236375612,0.446475195822454,0.836917281431486,0.749503644529626,271,"tags=71%, list=32%, signal=49%",SSR1/LRPAP1/GCC2/PRPF40A/SMARCA2,PRAD,TG_Score,0.5251937984496124
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_UP,3,-0.595924804958085,-1.0136068594497,0.483695652173913,0.855319947457309,0.765984204271233,291,"tags=100%, list=6%, signal=94%",SMARCA2/CHD4,PRAD,TG_Score,0.563953488372093
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX1_DN,2,-0.679089709762533,-1.0180825074309,0.523529411764706,0.882595288022696,0.790410712855903,302,"tags=100%, list=32%, signal=68%",CLDND1,PRAD,TG_Score,0.5852713178294574
LIU_VAV3_PROSTATE_CARCINOGENESIS_DN,LIU_VAV3_PROSTATE_CARCINOGENESIS_DN,2,-0.6655672823219,-0.997809859152773,0.550980392156863,0.882595288022696,0.790410712855903,320,"tags=100%, list=34%, signal=67%",C1R,PRAD,TG_Score,0.6201550387596899
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX6_DN,2,-0.657651715039578,-0.985942943087527,0.562745098039216,0.882595288022696,0.790410712855903,327,"tags=100%, list=34%, signal=66%",ID4,PRAD,TG_Score,0.6337209302325582
OUYANG_PROSTATE_CANCER_MARKERS,OUYANG_PROSTATE_CANCER_MARKERS,4,0.454560733919019,0.909394247599711,0.561320754716981,0.882595288022696,0.790410712855903,323,"tags=50%, list=14%, signal=43%",AR/AMACR,PRAD,TG_Score,0.625968992248062
KONDO_PROSTATE_CANCER_WITH_H3K27ME3,KONDO_PROSTATE_CANCER_WITH_H3K27ME3,21,-0.31273258380573,-0.919043432156396,0.586647727272727,0.885117623604466,0.792669597638434,342,"tags=48%, list=33%, signal=32%",NRG4/CLDND1/TMTC1/F11/ENTPD1/PCK1/MOBP/GPM6B/PHACTR1/IL16,PRAD,TG_Score,0.6627906976744186
LIU_VAV3_PROSTATE_CARCINOGENESIS_UP,LIU_VAV3_PROSTATE_CARCINOGENESIS_UP,13,-0.332836438012317,-0.86175719095507,0.635670731707317,0.913666009919152,0.818236185953708,359,"tags=62%, list=40%, signal=37%",FUS/PPARG/PITX2/ACTC1/LILRB3/FBLN1/TGFBR2/TIMP2,PRAD,TG_Score,0.6957364341085271
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX5_DN,1,0.673920211012199,0.901325541240538,0.657314629258517,0.919331292677184,0.823309745992011,368,"tags=100%, list=33%, signal=67%",TUBB4A,PRAD,TG_Score,0.7131782945736435
SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3,SCHAEFFER_PROSTATE_DEVELOPMENT_AND_CANCER_BOX3,1,0.623804813715793,0.834299375747112,0.751503006012024,0.956565790053302,0.856655205698489,400,"tags=100%, list=38%, signal=62%",CDC27,PRAD,TG_Score,0.7751937984496124
YAMASHITA_METHYLATED_IN_PROSTATE_CANCER,YAMASHITA_METHYLATED_IN_PROSTATE_CANCER,4,-0.42643638583124,-0.792462699003723,0.728373702422145,0.956565790053302,0.856655205698489,391,"tags=50%, list=18%, signal=41%",EBF1/IFITM1,PRAD,TG_Score,0.7577519379844961
WALLACE_PROSTATE_CANCER_RACE_DN,WALLACE_PROSTATE_CANCER_RACE_DN,20,-0.236173255331489,-0.687971719628924,0.882521489971347,0.98142476039917,0.878917727081264,464,"tags=20%, list=18%, signal=17%",ENOSF1/PCGF3/ARL17B/ARL17A,PRAD,TG_Score,0.8992248062015504
