pathway,n_MGI,score,rand_score_dist,p_value,padj,nPerm,nMoreExtreme,TopMGI,rank,cancer,method,relative_rank
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN,4359,-0.0189890748290142,"-0.0349,0.0166,0.0292,0.029,0.0417,0.0804",0.00530024485427263,0.253929912563789,1000,2,hsa-miR-664a-3p:MSANTD3/hsa-miR-664b-3p:MSANTD3/hsa-miR-205-3p:DAB2/hsa-miR-200c-3p:DAB2/hsa-miR-183-5p:SOCS3/hsa-miR-6715b-3p:DUSP22/hsa-miR-7112-3p:DAB2/hsa-miR-4728-3p:SOCS3/hsa-miR-141-5p:DAB2/hsa-miR-429:RIC1/hsa-miR-4778-3p:RIC1/hsa-miR-200b-3p:RIC1/hsa-miR-96-5p:DAB2/hsa-miR-200c-5p:TGFBR1/hsa-miR-584-5p:SELENOP/hsa-miR-5684:TGFBR1/hsa-miR-200c-3p:RIC1/hsa-miR-4778-3p:DUSP22/hsa-miR-6720-3p:CELF2/hsa-miR-874-5p:PSIP1/hsa-miR-6715a-3p:DUSP22/hsa-miR-429:DAB2/hsa-miR-4501:TGFBR1/hsa-miR-200b-3p:DAB2/hsa-miR-210-5p:DAB2/hsa-miR-200c-3p:PSIP1/hsa-miR-483-5p:DUSP22/hsa-miR-151a-3p:TGFBR1/hsa-miR-1226-3p:SOCS3/hsa-miR-219a-1-3p:DAB2/hsa-miR-148b-3p:PNMA1/hsa-miR-4728-3p:DUSP22/hsa-miR-205-3p:PSIP1/hsa-miR-182-5p:DAB2/hsa-miR-103a-2-5p:SON/hsa-miR-671-5p:PER3/hsa-miR-651-5p:DAB2/hsa-miR-15a-5p:RIC1/hsa-miR-210-5p:IQGAP2/hsa-miR-6715b-3p:TGFBR1/hsa-miR-4778-3p:DAB2/hsa-miR-130b-5p:DUSP22/hsa-miR-199b-5p:RAD23B/hsa-miR-659-5p:PSIP1/hsa-miR-6734-5p:RIC1/hsa-miR-33b-5p:CELF2/hsa-miR-186-5p:RIC1/hsa-miR-183-5p:DAB2/hsa-miR-429:SCML1/hsa-miR-3170:TOX2/hsa-miR-487a-3p:ZNF738/hsa-miR-6868-3p:TGFBR1/hsa-miR-205-3p:RNF38/hsa-miR-4742-3p:TGFBR1/hsa-miR-425-5p:IFITM1/hsa-miR-429:PSIP1/hsa-miR-135a-5p:TGFBR1/hsa-miR-200b-3p:SCML1/hsa-miR-29b-3p:RIC1/hsa-miR-671-5p:RIC1/hsa-miR-939-5p:TOX2/hsa-miR-200b-3p:PSIP1/hsa-miR-187-3p:DAB2/hsa-miR-598-3p:DAB2/hsa-miR-93-5p:DUSP22/hsa-miR-502-5p:RIC1/hsa-miR-501-3p:DUSP22/hsa-miR-96-5p:DUSP22/hsa-miR-576-5p:RIC1/hsa-miR-548v:TGFBR1/hsa-miR-10a-5p:PSIP1/hsa-miR-106b-5p:DUSP22/hsa-miR-874-3p:RIC1/hsa-miR-224-3p:PSIP1/hsa-miR-584-5p:PNMA1/hsa-miR-34a-5p:RNF38/hsa-miR-6734-5p:AK1/hsa-miR-877-3p:DAB2/hsa-miR-148b-5p:DAB2/hsa-miR-203b-3p:DAB2/hsa-miR-1292-5p:DAB2/hsa-miR-383-5p:H2BC5/hsa-miR-944:SELENOP/hsa-miR-944:TGFBR1/hsa-miR-503-5p:RIC1/hsa-miR-552-5p:TGFBR1/hsa-miR-3613-5p:RNF38/hsa-miR-940:AOC3/hsa-miR-149-5p:SOCS3/hsa-miR-27a-3p:RNF38/hsa-miR-103a-2-5p:RNF38/hsa-miR-450b-5p:DUSP22/hsa-miR-506-3p:SOCS3/hsa-miR-199a-5p:RAD23B/hsa-miR-708-5p:RNF38/hsa-miR-148b-5p:DUSP22/hsa-miR-653-5p:RIC1/hsa-miR-1226-3p:DUSP22/hsa-miR-183-5p:TGFBR1/hsa-miR-944:RNF38/hsa-miR-576-5p:TGFBR1/hsa-miR-200a-5p:SCML1/hsa-miR-200c-3p:SCML1/hsa-miR-548v:DUSP22/hsa-miR-320b:TGFBR1/hsa-miR-501-5p:TGFBR1/hsa-miR-7705:DUSP22/hsa-miR-497-3p:RIC1/hsa-miR-1910-3p:AOC3/hsa-miR-185-5p:RIC1/hsa-miR-1301-3p:RIC1/hsa-miR-556-3p:TGFBR1/hsa-miR-186-5p:SCML1/hsa-miR-3942-5p:DAB2/hsa-miR-183-5p:TMX4/hsa-miR-552-5p:H2BC5/hsa-miR-320b:DAB2/hsa-miR-320a-3p:TGFBR1/hsa-miR-425-3p:RIC1/hsa-miR-512-3p:DUSP22/hsa-miR-1224-5p:DUSP22/hsa-miR-409-5p:PSIP1/hsa-miR-616-5p:RNF38/hsa-miR-200c-5p:RIC1/hsa-miR-26a-1-3p:TGFBR1/hsa-miR-187-5p:TGFBR1/hsa-miR-514b-5p:DUSP22/hsa-miR-501-5p:DUSP22/hsa-miR-4766-3p:SELENOP/hsa-miR-6507-5p:ZNF738/hsa-miR-186-5p:FUBP3/hsa-miR-181d-5p:SETX/hsa-miR-3127-5p:RIC1/hsa-miR-642a-5p:TGFBR1/hsa-miR-576-5p:RNF38/hsa-miR-520e-3p:DUSP22/hsa-miR-16-1-3p:PSIP1/hsa-miR-1248:RNF38/hsa-miR-874-3p:TGFBR1/hsa-miR-151a-3p:PSIP1/hsa-miR-552-3p:IFITM1/hsa-miR-514b-5p:PSIP1/hsa-miR-671-5p:RNF38/hsa-miR-135b-3p:RNF38/hsa-miR-4766-3p:DAB2/hsa-miR-15a-5p:RNF38/hsa-miR-182-5p:DUSP22/hsa-miR-320a-3p:DNAJC10/hsa-miR-335-3p:RIC1/hsa-miR-20b-5p:DUSP22/hsa-miR-3919:DUSP22/hsa-miR-200b-5p:SCML1/hsa-miR-548v:PSIP1/hsa-miR-5187-5p:H2BC5/hsa-miR-6783-3p:TGFBR1/hsa-miR-660-5p:RIC1/hsa-miR-519e-3p:DUSP22/hsa-miR-188-3p:IQGAP2/hsa-miR-27b-5p:H2BC5/hsa-miR-98-3p:TGFBR1/hsa-miR-664b-3p:TGFBR1/hsa-miR-128-3p:RIC1/hsa-miR-4728-5p:RIC1/hsa-miR-19a-3p:RNF38/hsa-miR-520g-3p:DUSP22/hsa-miR-513c-5p:DUSP22/hsa-miR-589-3p:TMX4/hsa-miR-15b-3p:DAB2/hsa-miR-505-5p:SOCS3/hsa-miR-98-5p:TGFBR1/hsa-miR-515-3p:DUSP22/hsa-miR-518f-5p:PSIP1/hsa-miR-520b-3p:DUSP22/hsa-miR-659-5p:CELF2/hsa-miR-224-5p:RNF38/hsa-miR-4742-3p:PSIP1/hsa-miR-520c-3p:DUSP22/hsa-miR-362-5p:TGFBR1/hsa-miR-498-5p:DUSP22/hsa-miR-570-3p:RIC1/hsa-miR-556-3p:DAB2/hsa-miR-548o-3p:DAB2/hsa-miR-320b:DUSP22/hsa-miR-25-3p:RIC1/hsa-miR-6891-5p:SELENOP/hsa-miR-10a-5p:IQGAP2/hsa-miR-141-3p:RNF38/hsa-miR-20a-5p:ARMC8/hsa-miR-653-3p:RIC1/hsa-miR-186-5p:TGFBR1/hsa-miR-6499-3p:CELF2/hsa-miR-452-3p:RNF38/hsa-miR-500b-5p:DUSP22/hsa-miR-454-3p:RNF38/hsa-miR-9-3p:DAB2/hsa-miR-769-5p:TGFBR1/hsa-miR-195-5p:H2BC5/hsa-miR-520a-3p:DUSP22/hsa-miR-508-5p:RIC1/hsa-miR-519d-3p:DUSP22/hsa-miR-518f-5p:TGFBR1/hsa-miR-503-5p:RNF38/hsa-miR-1287-5p:H2BC5/hsa-miR-1287-3p:SCML1/hsa-miR-548x-3p:RHOB/hsa-miR-642a-5p:SOCS3/hsa-miR-3664-5p:DUSP22/hsa-miR-320c:DNAJC10/hsa-miR-188-3p:DAB2/hsa-miR-1323:PSIP1/hsa-miR-215-3p:TGFBR1/hsa-miR-130a-3p:RNF38/hsa-miR-378a-3p:ALCAM/hsa-miR-708-3p:RNF38/hsa-miR-518c-5p:ALCAM/hsa-miR-548j-5p:RIC1/hsa-miR-520h:DUSP22/hsa-miR-409-5p:RNF38/hsa-miR-17-3p:DAB2/hsa-miR-500b-5p:TGFBR1/hsa-miR-519e-3p:PSIP1/hsa-miR-3613-3p:UBE2E2/hsa-miR-32-3p:RIC1/hsa-miR-3613-3p:RNF38/hsa-miR-515-3p:PSIP1/hsa-miR-3200-3p:RIC1/hsa-miR-330-3p:DAB2/hsa-miR-30a-3p:H2BC5/hsa-miR-26b-3p:TGFBR1/hsa-miR-3127-3p:DUSP22/hsa-miR-30e-3p:H2BC5/hsa-miR-483-3p:RNF38/hsa-miR-17-5p:DUSP22/hsa-miR-526b-3p:DUSP22/hsa-let-7a-3p:RNF38/hsa-miR-3613-3p:PSIP1/hsa-miR-934:PSIP1/hsa-miR-335-5p:PSIP1/hsa-miR-181c-5p:SETX/hsa-miR-181d-5p:DUSP22/hsa-miR-512-5p:DNAJC10/hsa-miR-106a-5p:DUSP22/hsa-miR-191-3p:PSIP1/hsa-miR-331-3p:SOCS3/hsa-miR-6514-5p:RIC1/hsa-miR-149-3p:RIC1/hsa-miR-548d-3p:RHOB/hsa-miR-105-5p:DUSP22/hsa-miR-181d-5p:TGFBR1/hsa-miR-520d-3p:DUSP22/hsa-miR-590-5p:RHOB/hsa-miR-33a-3p:TGFBR1/hsa-miR-1248:TGFBR1/hsa-miR-23a-5p:PBX3/hsa-miR-5684:SCML1/hsa-miR-192-5p:TGFBR1/hsa-miR-3065-5p:UBE2E2/hsa-miR-498-5p:RIC1/hsa-miR-423-5p:H2BC5/hsa-miR-186-5p:DUSP22/hsa-miR-1323:DNAJC10/hsa-miR-524-5p:UBE2E2/hsa-miR-4728-5p:PER3/hsa-miR-874-5p:DAB2/hsa-miR-589-3p:DAB2/hsa-miR-548j-5p:SELENOP/hsa-miR-513c-5p:PSIP1/hsa-miR-9-3p:RIC1/hsa-miR-556-3p:PSIP1/hsa-miR-515-3p:RIC1/hsa-miR-582-3p:PSIP1/hsa-miR-548d-3p:DAB2/hsa-miR-17-3p:SOCS3/hsa-miR-331-5p:DAB2/hsa-miR-483-3p:TGFBR1/hsa-miR-17-5p:ARMC8/hsa-miR-585-5p:DAB2/hsa-miR-320b:RNF38/hsa-miR-550a-5p:DAB2/hsa-miR-1224-5p:PSMD5/hsa-miR-532-3p:TGFBR1/hsa-miR-133a-3p:RIC1/hsa-miR-512-5p:RIC1/hsa-miR-516b-5p:SCML1/hsa-miR-6715b-3p:PSIP1/hsa-miR-339-5p:SOCS3/hsa-miR-519e-3p:RIC1/hsa-miR-204-5p:H2BC5/hsa-miR-3662:DAB2/hsa-miR-516b-5p:SELENOP/hsa-miR-20a-5p:RNF38/hsa-miR-582-5p:PSIP1/hsa-miR-4778-3p:RNF38/hsa-miR-181c-5p:TGFBR1/hsa-miR-874-3p:DAB2/hsa-miR-378a-3p:RIC1/hsa-miR-1911-5p:PSIP1/hsa-miR-7705:DNAJC10/hsa-miR-30d-3p:TGFBR1/hsa-miR-92a-3p:RIC1/hsa-miR-548f-3p:RHOB/hsa-miR-1343-3p:TGFBR1/hsa-miR-10b-5p:PSIP1/hsa-miR-4652-5p:IQGAP2/hsa-miR-138-5p:RIC1/hsa-miR-138-5p:RNF38/hsa-miR-20a-5p:DUSP22/hsa-miR-30e-3p:TGFBR1/hsa-miR-320a-3p:DAB2/hsa-miR-452-3p:PSIP1/hsa-miR-498-5p:FUBP3/hsa-miR-664a-3p:PSIP1/hsa-miR-26b-3p:RIC1/hsa-miR-18a-5p:DUSP22/hsa-miR-337-3p:SCML1/hsa-miR-520g-3p:TGFBR1/hsa-miR-5684:RNF38/hsa-miR-548e-3p:DAB2/hsa-miR-548j-5p:TGFBR1/hsa-miR-576-5p:SCML1/hsa-miR-3613-3p:DUSP22/hsa-miR-3942-5p:DUSP22/hsa-miR-135a-5p:SCML1/hsa-miR-520d-5p:PSIP1/hsa-miR-4521:DAB2/hsa-miR-1-3p:PSIP1/hsa-miR-543:PSIP1/hsa-miR-519d-5p:DNAJC10/hsa-miR-3928-3p:AK1/hsa-miR-301a-3p:RNF38/hsa-miR-548e-3p:DUSP22/hsa-let-7g-5p:TGFBR1/hsa-miR-335-5p:DAB2/hsa-miR-543:DNAJC10/hsa-miR-1910-3p:RNF38/hsa-miR-2110:DUSP22/hsa-miR-561-5p:RNF38/hsa-miR-362-5p:DUSP22/hsa-miR-203a-3p:RNF38/hsa-miR-26b-5p:DAB2/hsa-miR-6820-3p:DUSP22/hsa-miR-19b-1-5p:SELENOP/hsa-miR-3913-5p:PSIP1/hsa-miR-1292-5p:RNF38/hsa-miR-590-3p:TGFBR1/hsa-miR-651-5p:RNF38/hsa-miR-205-5p:DNAJC10/hsa-miR-1283:PSIP1/hsa-miR-21-5p:RNF38/hsa-miR-543:RIC1/hsa-miR-1298-5p:PSIP1/hsa-miR-664a-5p:RIC1/hsa-miR-30d-3p:H2BC5/hsa-miR-488-5p:DAB2/hsa-miR-219a-1-3p:DUSP22/hsa-miR-585-5p:PSIP1/hsa-miR-16-1-3p:DNAJC10/hsa-miR-590-3p:RHOB/hsa-miR-195-3p:RIC1/hsa-miR-664a-3p:RIC1/hsa-miR-664b-3p:RIC1/hsa-miR-378c:ALCAM/hsa-miR-320c:TGFBR1/hsa-miR-29c-3p:RIC1/hsa-miR-506-3p:DAB2/hsa-miR-524-5p:PSIP1/hsa-miR-3127-5p:DUSP22/hsa-miR-6516-5p:MSANTD3/hsa-miR-1228-5p:PER3/hsa-miR-548d-3p:TGFBR1/hsa-miR-942-3p:TGFBR1/hsa-miR-3613-3p:RIC1/hsa-miR-32-3p:DAB2/hsa-miR-205-3p:RIC1/hsa-miR-27b-5p:PSIP1/hsa-miR-4423-5p:RAD23B/hsa-miR-5586-5p:RAD23B/hsa-miR-576-5p:PSIP1/hsa-miR-629-5p:RHOB/hsa-miR-4660:RIC1/hsa-miR-629-3p:DAB2/hsa-miR-27b-3p:RIC1/hsa-miR-519d-5p:FUBP3/hsa-miR-520d-5p:UBE2E2/hsa-miR-675-3p:RNF38/hsa-miR-497-3p:UBE2E2/hsa-miR-1228-5p:RHOB/hsa-miR-373-3p:DUSP22/hsa-miR-32-3p:TGFBR1/hsa-miR-548e-3p:PSIP1/hsa-miR-425-5p:DNAJC10/hsa-miR-3065-5p:DUSP22/hsa-miR-34c-5p:RNF38/hsa-miR-19b-3p:RNF38/hsa-miR-23b-3p:RIC1/hsa-miR-320c:DAB2/hsa-miR-217-5p:RNF38/hsa-miR-490-3p:RIC1/hsa-miR-181b-5p:DUSP22/hsa-miR-99b-3p:RIC1/hsa-miR-3614-3p:RNF38/hsa-miR-744-5p:PER3/hsa-miR-590-3p:RIC1/hsa-miR-522-3p:SCML1/hsa-miR-433-3p:PSIP1/hsa-miR-708-3p:PSIP1/hsa-miR-205-3p:DNAJC10/hsa-miR-495-3p:DNAJC10/hsa-miR-450b-5p:PSIP1/hsa-miR-188-3p:RIC1/hsa-miR-520g-5p:TGFBR1/hsa-miR-508-5p:STXBP1/hsa-miR-5699-3p:DAB2/hsa-miR-4668-3p:RNF38/hsa-miR-149-5p:DAB2/hsa-miR-137-3p:RNF38/hsa-let-7e-5p:TGFBR1/hsa-miR-4638-3p:SETX/hsa-miR-3065-3p:DUSP22/hsa-miR-101-3p:TGFBR1/hsa-miR-1271-5p:DAB2/hsa-miR-129-5p:DAB2/hsa-miR-203a-3p:SETX/hsa-miR-92a-1-5p:RIC1/hsa-miR-195-5p:RIC1/hsa-miR-522-3p:PSIP1/hsa-miR-653-3p:PSIP1/hsa-miR-365a-5p:DNAJC10/hsa-miR-488-5p:TGFBR1/hsa-miR-584-5p:DAB2/hsa-miR-362-3p:RIC1/hsa-miR-130a-5p:RNF38/hsa-miR-497-5p:H2BC5/hsa-miR-5010-3p:RIC1/hsa-miR-539-5p:SCML1,11,BLCA,Edge_Topology,0.020872865275142316
WP_DEREGULATION_OF_RAB_AND_RAB_EFFECTOR_GENES_IN_BLADDER_CANCER,228,0.0212806573794153,"0.0145,0.0245,0.0269,0.0268,0.0291,0.0377",0.0640170695942164,0.580446093595955,1000,69,hsa-miR-146b-3p:MADD/hsa-miR-942-5p:MLPH/hsa-miR-616-5p:GCC2/hsa-miR-204-5p:SYTL5/hsa-miR-424-5p:SYTL2/hsa-miR-513c-5p:GCC2/hsa-miR-576-5p:GCC2/hsa-miR-369-3p:SYTL5/hsa-miR-29b-3p:GCC2/hsa-miR-136-5p:MADD/hsa-miR-145-5p:GCC2/hsa-miR-514b-5p:GCC2/hsa-miR-454-5p:GCC2/hsa-miR-9-3p:GCC2/hsa-miR-6844:SYTL2/hsa-miR-154-5p:GCC2/hsa-miR-3173-5p:MADD/hsa-miR-212-5p:MLPH/hsa-miR-6499-3p:GCC2/hsa-miR-29a-3p:GCC2/hsa-miR-489-3p:MYRIP/hsa-miR-205-5p:GCC2,58,BLCA,Edge_Topology,0.11005692599620494
HP_BLADDER_NEOPLASM,273,-0.0145570444922045,"-0.0401,-0.0126,-0.0033,-0.0033,0.0061,0.0325",0.193821413418333,0.779724311995889,500,105,hsa-miR-3662:AXIN2/hsa-miR-100-5p:FGFR3/hsa-miR-5691:PTPRJ/hsa-miR-548d-3p:AXIN2/hsa-miR-99a-5p:FGFR3/hsa-miR-218-5p:HRAS/hsa-miR-654-5p:HRAS/hsa-miR-30a-3p:FGFR3/hsa-miR-484:AXIN2/hsa-miR-585-3p:HRAS/hsa-miR-411-5p:TP53/hsa-miR-6844:AXIN2/hsa-miR-486-3p:FGFR3/hsa-miR-541-3p:HRAS/hsa-miR-27a-3p:MLH3/hsa-miR-1228-3p:MLH3/hsa-miR-2110:PTPRJ/hsa-miR-1248:MLH3/hsa-miR-146a-3p:FGFR3/hsa-miR-6777-5p:HRAS/hsa-miR-6718-5p:AXIN2/hsa-miR-495-3p:MLH3/hsa-miR-27b-3p:MLH3/hsa-miR-889-3p:EP300/hsa-miR-301a-5p:FGFR3/hsa-miR-129-5p:PTPRJ/hsa-miR-490-3p:BAX,131,BLCA,Edge_Topology,0.24857685009487665
