pathway,n_MGI,score,rand_score_dist,z,p_value,padj,contribute_MGI,n_contribute_MGI,rank,cancer,method,relative_rank
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN,4676,48.1800829003965,"5.6865,12.6343,14.1699,14.3475,16.1636,22.6821",12.8525645901018,4.1583602602665e-38,3.13659173917244e-36,hsa-let-7g-3p:ATXN1/hsa-miR-103a-2-5p:PDE4D/hsa-miR-106a-5p:ATXN1/hsa-miR-106b-5p:ATXN1/hsa-miR-1277-3p:ATXN1/hsa-miR-1301-3p:ATXN1/hsa-miR-130b-3p:ATXN1/hsa-miR-130b-5p:ATXN1/hsa-miR-141-3p:ATXN1/hsa-miR-148b-5p:ATXN1/hsa-miR-149-5p:ATXN1/hsa-miR-151a-5p:ATXN1/hsa-miR-16-1-3p:ATXN1/hsa-miR-16-2-3p:ATXN1/hsa-miR-17-3p:ATXN1/hsa-miR-17-5p:ATXN1/hsa-miR-181c-3p:ATXN1/hsa-miR-182-5p:ATXN1/hsa-miR-188-3p:ATXN1/hsa-miR-188-5p:ATXN1/hsa-miR-18a-5p:ATXN1/hsa-miR-19a-3p:ATXN1/hsa-miR-19b-3p:ATXN1/hsa-miR-200a-3p:ATXN1/hsa-miR-200b-3p:ATXN1/hsa-miR-200c-3p:ATXN1/hsa-miR-20a-3p:ATXN1/hsa-miR-20a-5p:ATXN1/hsa-miR-20b-5p:ATXN1/hsa-miR-219a-5p:ATXN1/hsa-miR-301a-3p:ATXN1/hsa-miR-301a-5p:ATXN1/hsa-miR-301b-3p:ATXN1/hsa-miR-301b-5p:ATXN1/hsa-miR-3065-5p:ATXN1/hsa-miR-3065-5p:PDE4D/hsa-miR-3131:ATXN1/hsa-miR-3187-3p:ATXN1/hsa-miR-3189-3p:ATXN1/hsa-miR-324-3p:ATXN1/hsa-miR-345-3p:ATXN1/hsa-miR-3928-3p:ATXN1/hsa-miR-429:ATXN1/hsa-miR-454-3p:ATXN1/hsa-miR-454-5p:ATXN1/hsa-miR-4728-3p:ATXN1/hsa-miR-4728-5p:ATXN1/hsa-miR-4742-3p:AKAP13/hsa-miR-4742-3p:ATXN1/hsa-miR-483-3p:ATXN1/hsa-miR-508-3p:ATXN1/hsa-miR-509-3p:ATXN1/hsa-miR-512-3p:ATXN1/hsa-miR-515-3p:ABCC4/hsa-miR-515-3p:ATXN1/hsa-miR-515-3p:PDE4D/hsa-miR-515-5p:ATXN1/hsa-miR-516b-5p:ATXN1/hsa-miR-518c-5p:ATXN1/hsa-miR-518f-5p:PDE4D/hsa-miR-519a-5p:PDE4D/hsa-miR-519d-3p:ATXN1/hsa-miR-519e-5p:ATXN1/hsa-miR-520a-5p:ATXN1/hsa-miR-520b-3p:ATXN1/hsa-miR-520c-3p:ATXN1/hsa-miR-520e-3p:ATXN1/hsa-miR-520f-3p:ATXN1/hsa-miR-525-5p:ATXN1/hsa-miR-526b-3p:ATXN1/hsa-miR-548d-3p:ABLIM1/hsa-miR-548d-3p:ATXN1/hsa-miR-548d-3p:PDE4D/hsa-miR-548f-3p:ABCC4/hsa-miR-548j-5p:ATXN1/hsa-miR-548y:RFX2/hsa-miR-556-3p:ATXN1/hsa-miR-570-3p:ATXN1/hsa-miR-589-3p:ATXN1/hsa-miR-616-5p:ATXN1/hsa-miR-671-5p:ATXN1/hsa-miR-6715b-3p:ATXN1/hsa-miR-6781-3p:ATXN1/hsa-miR-6783-3p:AKAP13/hsa-miR-6783-3p:ATXN1/hsa-miR-6844:ATXN1/hsa-miR-6868-3p:ATXN1/hsa-miR-7-5p:PDE4D/hsa-miR-769-3p:ATXN1/hsa-miR-7706:ATXN1/hsa-miR-877-3p:ATXN1/hsa-miR-93-5p:ATXN1/hsa-miR-940:ATXN1/hsa-miR-940:THSD4/hsa-miR-942-5p:ATXN1/hsa-miR-96-5p:ATXN1/JAG1:NOTCH1/NOTCH1:CD44/NOTCH1:JAG1/NOTCH1:MYC/NOTCH1:SNAI2/CCND1:PXN/DAB2IP:HRAS/CASP1:NLRP1/GRB10:IGF1R/SPRY2:HRAS/NPM1:CCND1/SNAI2:CYP24A1/IGF1R:FGFR3/IGF1R:GRB10/IGF1R:PTPRE/IGF1R:RACK1/RACK1:IGF1R/NLRP1:CASP1/FGFR3:GPSM3/FGFR3:SPRY2/PML:CCND1/PML:SMAD3/SNAI2:CCND1/SNAI2:CD44/SNAI2:JAG1/COL7A1:ITGA2/MECOM:SMAD3/SMAD3:CCND1/SMAD3:COL7A1/SMAD3:JAG1/SMAD3:MYC/SMAD3:NOTCH1/CASP4:CASP1/IKBKB:CFLAR/MYC:RPS12/MYC:RPS23/MYC:ABLIM1/MYC:DGLUCY/MYC:GLUD1/MYC:MOB3B/MYC:NME4/MYC:SORL1/MYC:ZNF827/MYC:SYTL2/MYC:THAP4/GLI3:CCND1/GLI3:IGBP1/MEIS1:CCND1/MEIS1:MYB/MEIS1:MYC/PTPN13:TRIP6/SMAD6:SMAD3/MYC:AHNAK/MYC:AKAP13/MYC:ATF4/MYC:BMP7/MYC:CASP1/MYC:CCND1/MYC:CD44/MYC:CFLAR/MYC:EIF3E/MYC:IGF1R/MYC:IKBKB/MYC:MEIS1/MYC:MXD4/MYC:NPM1/MYC:PML/MYC:RNF31/MYC:SEMA6A/MYC:SEPTIN9/MYC:SMAD3/ROS1:CFLAR/ATF4:CCND1/COL4A6:ITGA2/COL4A5:ITGA2/MYB:CCND1/MYB:IGF1R/MYB:MYC/LAMB3:ITGA2/CDK7:CCND1,176,7,BLCA,Edge_Network,0.013282732447817837
LINDGREN_BLADDER_CANCER_CLUSTER_2B,8550,47.9985489858751,"14.0361,24.4113,26.8902,26.9464,29.3956,40.1433",5.83736695933889,2.65108488882513e-9,3.04298439412971e-8,C1S:C4A/hsa-let-7g-3p:COLEC12/hsa-let-7g-3p:DNAJB5/hsa-let-7g-3p:EBF1/hsa-let-7g-3p:PCDH7/hsa-miR-103a-2-5p:DNAJB5/hsa-miR-1226-3p:SOCS3/hsa-miR-1291:DNAJB5/hsa-miR-1291:TPM2/hsa-miR-130b-3p:C1S/hsa-miR-130b-3p:GADD45B/hsa-miR-130b-3p:GLIPR2/hsa-miR-135b-3p:RGS5/hsa-miR-148b-5p:EBF1/hsa-miR-148b-5p:GLIPR2/hsa-miR-149-3p:DNAJB5/hsa-miR-149-3p:PALM2AKAP2/hsa-miR-149-3p:SYNPO/hsa-miR-149-5p:DNAJB5/hsa-miR-149-5p:GLIPR2/hsa-miR-149-5p:SOCS3/hsa-miR-15a-5p:DNAJB5/hsa-miR-182-5p:TPM2/hsa-miR-183-3p:PCDH7/hsa-miR-183-5p:COLEC12/hsa-miR-183-5p:SOCS3/hsa-miR-185-3p:TPM2/hsa-miR-1910-3p:DNAJB5/hsa-miR-19a-3p:EBF1/hsa-miR-200a-5p:TMTC1/hsa-miR-200b-3p:TMTC1/hsa-miR-200b-5p:TMTC1/hsa-miR-200b-5p:TPM2/hsa-miR-200c-3p:TMTC1/hsa-miR-200c-5p:PCDH7/hsa-miR-203a-3p:COLEC12/hsa-miR-205-3p:AKAP12/hsa-miR-205-5p:TACC1/hsa-miR-219a-5p:GADD45B/hsa-miR-301a-3p:C1S/hsa-miR-301a-3p:GADD45B/hsa-miR-301a-3p:GLIPR2/hsa-miR-301b-3p:C1S/hsa-miR-301b-3p:GADD45B/hsa-miR-301b-3p:GLIPR2/hsa-miR-3065-5p:PCDH7/hsa-miR-3136-5p:EBF1/hsa-miR-3170:TPM2/hsa-miR-3189-3p:TPM2/hsa-miR-32-3p:PCDH7/hsa-miR-324-5p:PCDH7/hsa-miR-331-3p:PDGFRA/hsa-miR-33b-5p:CELF2/hsa-miR-425-5p:PCDH7/hsa-miR-429:TMTC1/hsa-miR-4446-3p:DNAJB5/hsa-miR-4446-3p:POSTN/hsa-miR-4501:PCDH7/hsa-miR-454-3p:C1S/hsa-miR-4638-3p:DDR2/hsa-miR-4664-5p:TPM2/hsa-miR-4665-5p:DNAJB5/hsa-miR-4668-3p:TMTC1/hsa-miR-4724-5p:PCDH7/hsa-miR-4728-3p:SOCS3/hsa-miR-4728-5p:DNAJB5/hsa-miR-4728-5p:SYNPO/hsa-miR-4742-3p:GLIPR2/hsa-miR-4742-3p:SYNPO/hsa-miR-4742-3p:TACC1/hsa-miR-4778-3p:DNAJB5/hsa-miR-4778-3p:PCDH7/hsa-miR-483-3p:DNAJB5/hsa-miR-5001-5p:TPM2/hsa-miR-518f-5p:PCDH7/hsa-miR-548y:TACC1/hsa-miR-577:TACC1/hsa-miR-584-5p:PNMA1/hsa-miR-589-3p:PCDH7/hsa-miR-636:GLIPR2/hsa-miR-6499-3p:TPM2/hsa-miR-6507-5p:ZNF738/hsa-miR-671-5p:GLIPR2/hsa-miR-671-5p:GPM6B/hsa-miR-6715b-3p:PCDH7/hsa-miR-6844:COLEC12/hsa-miR-6844:PCDH7/hsa-miR-7112-3p:TMTC1/hsa-miR-769-3p:COLEC12/hsa-miR-7974:TPM2/hsa-miR-877-5p:GLIPR2/hsa-miR-940:AOC3/hsa-miR-940:DNAJB5/hsa-miR-96-5p:GPM6B/C4A:C3AR1/EBF1:IGLL1/KLRK1:LCP2/AURKB:TACC1/SOCS3:JAK3/DDR2:RUNX2/EBF1:CXCL12/EBF1:POSTN/HLA-E:KLRK1/AURKB:MYL9/AURKB:RUNX3/AURKB:TGFBR1/A2M:MMP2/PELI1:BIRC3/ITGA4:PRKAR1A/ITGA4:PTK2/ITGA4:VCAM1/IL2RG:JAK3/PDGFRA:CAV1/PDGFRA:PDGFRB/PDGFRA:PIK3CD/PDGFRA:PTK2/ICAM1:CAV1/ICAM1:IL2RG/ICAM1:ITGAL/ICAM1:MSN/ICAM1:VCAM1/CXCR4:JAK3/CXCR4:PTK2/PTK2:CXCR4/PTK2:FYN/PTK2:LCK/PTK2:PDGFRB/PTK2:SELE/PTK2:SOCS2/PTK2:TNS1/COL1A2:DDR2/LATS2:AMOTL2/LYZ:ITGAL/SH2B3:PDGFRB/ITGAL:ICAM1/PRKAR1A:ITGA4/IL7R:FYN/IL7R:JAK3/MMP2:A2M/MMP2:PECAM1/CAV1:FYN/CAV1:PDGFRA/CAV1:PDGFRB/VCAM1:ITGA4/VCAM1:MSN/SELL:PODXL/AMOTL2:LATS2/LCK:FYB1/LCK:TACC1/JAK3:CXCR4/JAK3:IL2RG/JAK3:IL7R/JAK3:LCK/JAK3:NFATC1/JAK3:SOCS3/DAB2:TGFBR1/YWHAZ:GEM/RUNX3:ITGA4/RUNX3:ITGAL/RUNX3:RUNX2/RUNX3:TCF4/PODXL:SELL/SH3KBP1:RBP1/SH3KBP1:SPRY1/TIMP2:MMP2/DOCK2:RAC2/MAPK7:NR4A1/MAPK7:PTK2/FOXF1:MYLK/FYN:FYB1/FYN:CNN3/FYN:IFITM3/CXCL12:CXCR4/CXCL12:DPYSL2/CXCL12:ITGA4/CXCL12:JUN/CXCL12:ZAP70/LCK:FYN/LCK:ITK/LCK:JAK3/LCK:JUN/LCK:LCP2/LCK:NFKBIA/LCK:PECAM1/LCK:PTK2/LCK:SH2B3/LCK:SOCS3/LCK:ZAP70/PDGFRB:FYN/PDGFRB:GRK5/PDGFRB:PDGFRA/PDGFRB:PIK3CD/PDGFRB:PTK2/PDGFRB:SH3KBP1/ITK:LCK/ITK:LCP2/ITK:TGFBR1/MYLK:CALM1/MYLK:MYL9/TGFBR1:UBD/JUN:MT2A/JUN:AQP1/JUN:C3AR1/JUN:IL32/JUN:SERPINA3/JUN:BCL2A1/NFKBIE:ICAM1/NFKBIE:SELE/GEM:JUN/CCN1:CAV1/FYN:CAV1/FYN:DPYSL2/FYN:FCGR2B/FYN:IL7R/FYN:ITK/FYN:LCK/FYN:LCP2/FYN:MCAM/FYN:PDGFRB/FYN:PECAM1/FYN:PLAUR/FYN:PTK2/FYN:SDC3/FYN:ZAP70/RUNX2:CCN2/RUNX2:COL1A2/RUNX2:GADD45B/RUNX2:JUN/RUNX2:LEF1/RUNX2:MGP/RUNX2:MMP2/RUNX2:RGS2/RUNX2:SDC3/RUNX2:TGFBR1/TTN:ACTA2/ANPEP:SELE/COL5A2:DDR2/RHOH:ZAP70/ZAP70:LCK/ZAP70:LCP2/ZAP70:SH2B3/NFATC1:FHL1/NFATC1:GPC6/NFATC1:ICAM1/NFATC1:PDPN/NFATC1:PLAUR/NFATC1:VCAM1/CTSG:CXCL12/CCL13:CCL2/TGFBR1:ARHGAP15/TGFBR1:CAV1/TGFBR1:DAB2/TGFBR1:MAP3K20/TGFBR1:RHOH/NR4A1:SERPINA3/JUN:A2M/JUN:BIRC3/JUN:CCL15/JUN:CCL2/JUN:CCN1/JUN:CCN2/JUN:CCN3/JUN:COL1A2/JUN:CXCL12/JUN:CXCR4/JUN:CYBB/JUN:EDNRA/JUN:EGR1/JUN:ELN/JUN:ETV1/JUN:GADD45B/JUN:HLA-DQB1/JUN:HLA-DRB1/JUN:ICAM1/JUN:IGFBP7/JUN:IL1A/JUN:IL7R/JUN:JUN/JUN:MGP/JUN:MMP2/JUN:MYL9/JUN:NFKBIA/JUN:NR4A1/JUN:PDGFRB/JUN:PDPN/JUN:PLAUR/JUN:POSTN/JUN:PTK2/JUN:RAC2/JUN:RUNX2/JUN:SELE/JUN:SOCS3/JUN:SPARC/JUN:TCF4/JUN:TIMP2/JUN:TNC/JUN:VCAM1/TCF7:LEF1/TCF7:RUNX2/TTN:CALM1/CALM1:AQP1/CALM1:PDE1A/ENTPD1:ADORA2A/THBS2:ITGA4/SREBF1:HMGCS1/KLF4:IFITM3/KLF4:ACTA2/KLF4:ACTG2/NR4A1:CCL2/NR4A1:IL1A/NR4A1:JUN/NR4A1:MMP2/NR4A1:NFKBIA/NR4A1:NR2F1/NR4A1:SREBF1/NR4A1:TIMP2/EBI3:IL27RA/NEK6:TGFBR1/GRK5:CAV1/GRK5:CXCR4/GRK5:MSN/GRK5:NFKBIA/LEF1:MMP2/LEF1:PITX2/LEF1:RUNX2/LEF1:TCF4/CALM1:GEM/CALM1:MYLK/CALM1:SELL/HLF:HLA-E/MAFB:CCL2/MAFB:IL7R/MAFB:MAF/MAFB:NFATC1/MAFB:NUAK1/PITX2:EDNRA/PITX2:LEF1/PITX2:MYLK/PITX2:PRKCH/PITX2:RGS2/PITX2:THBS2/PITX2:TNFAIP3/SREBF1:CAV1/SREBF1:COL6A1/TCF4:CCN1/TCF4:JUN/TCF4:KLF4/TCF4:LEF1/KLF4:CCL2/KLF4:MAPK7/KLF4:MMP2/KLF4:PLAUR/KLF4:SELE/KLF4:TGFBR1/KLF4:THBD/KLF4:VCAM1/HHEX:ACTA2/MAF:ANPEP/MAF:CCN2/MAF:SPARC/PRRX1:MAF/PRRX1:MAFB/PRRX1:TNC/PRKCH:FYN/PRKCH:PRKCH/HHEX:CTSG/NR2F1:CERK/NR2F1:EGR1/EGR1:ACTA2/EGR1:BCL2A1/EGR1:CAVIN1/NFIL3:GADD45B/NFIL3:SREBF1/NFKBIZ:CCL2/SERPING1:C1R/PIM2:CXCR4/SOX18:VCAM1/EGR1:ALOX5AP/EGR1:CAV1/EGR1:CCL2/EGR1:CCN1/EGR1:COL1A2/EGR1:CXCL12/EGR1:FYN/EGR1:GADD45B/EGR1:GSN/EGR1:ICAM1/EGR1:IL1A/EGR1:KLF4/EGR1:MMP2/EGR1:NR4A1/EGR1:PECAM1/EGR1:PLAUR/EGR1:RBP1/EGR1:SELE/EGR1:SOX18/EGR1:SPRY1/EGR1:SREBF1/EGR1:TCF4/EGR1:TIMP2/EGR1:TNC/SERPING1:C1S/SERPING1:SELE,403,46,BLCA,Edge_Network,0.0872865275142315
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER,352,4.06149102241865,"0.0022,0.5039,1.0037,1.0644,1.5042,4.0037",4.19145117139667,1.38558094119062e-5,1.0021736122584e-4,hsa-miR-1291:ZCCHC24/hsa-miR-191-3p:CNN1/hsa-miR-584-5p:SELENOP/hsa-miR-6783-3p:PEG3/hsa-miR-877-3p:PTGER3/hsa-miR-93-3p:ZCCHC24/hsa-miR-939-5p:VCAN/hsa-miR-944:SELENOP/PEG3:PROM1/PRKCD:ITGB2/LRIG1:ERBB3/LMO2:PLEK/MITF:IGF1/LMO2:HBB/NR4A1:IGF1/NR4A1:NR4A3/NR4A3:NR4A1,17,72,BLCA,Edge_Network,0.1366223908918406
OSMAN_BLADDER_CANCER_UP,9869,45.6363056020855,"19.4394,27.6444,30.1628,30.2545,32.6690,42.1830",4.09905853238016,2.07379907945902e-5,1.4796836675059e-4,hsa-let-7g-3p:ATXN1/hsa-miR-106a-5p:ATXN1/hsa-miR-106b-5p:ATXN1/hsa-miR-1277-3p:ATXN1/hsa-miR-1301-3p:ATXN1/hsa-miR-130b-3p:ATXN1/hsa-miR-130b-5p:ATXN1/hsa-miR-141-3p:ATXN1/hsa-miR-148b-5p:ATXN1/hsa-miR-149-3p:CRTAP/hsa-miR-149-5p:ATXN1/hsa-miR-151a-5p:ATXN1/hsa-miR-16-1-3p:ATXN1/hsa-miR-16-2-3p:ATXN1/hsa-miR-17-3p:ATXN1/hsa-miR-17-5p:ATXN1/hsa-miR-181c-3p:ATXN1/hsa-miR-182-5p:ATXN1/hsa-miR-182-5p:JAZF1/hsa-miR-188-3p:ATXN1/hsa-miR-188-5p:ATXN1/hsa-miR-18a-5p:ATXN1/hsa-miR-19a-3p:ATXN1/hsa-miR-19b-3p:ATXN1/hsa-miR-200a-3p:ATXN1/hsa-miR-200b-3p:ATXN1/hsa-miR-200c-3p:ATXN1/hsa-miR-20a-3p:ATXN1/hsa-miR-20a-5p:ATXN1/hsa-miR-20b-5p:ATXN1/hsa-miR-219a-5p:ATXN1/hsa-miR-301a-3p:ATXN1/hsa-miR-301a-5p:ATXN1/hsa-miR-301b-3p:ATXN1/hsa-miR-301b-5p:ATXN1/hsa-miR-3065-5p:ATXN1/hsa-miR-3131:ATXN1/hsa-miR-3187-3p:ATXN1/hsa-miR-3189-3p:ATXN1/hsa-miR-324-3p:ATXN1/hsa-miR-331-3p:JAZF1/hsa-miR-345-3p:ATXN1/hsa-miR-345-3p:JAZF1/hsa-miR-3928-3p:ATXN1/hsa-miR-429:ATXN1/hsa-miR-449a:JAZF1/hsa-miR-454-3p:ATXN1/hsa-miR-454-5p:ATXN1/hsa-miR-4728-3p:ATXN1/hsa-miR-4728-5p:ATXN1/hsa-miR-4742-3p:AKAP13/hsa-miR-4742-3p:ATXN1/hsa-miR-4778-3p:NBPF14/hsa-miR-483-3p:ATXN1/hsa-miR-508-3p:ATXN1/hsa-miR-509-3p:ATXN1/hsa-miR-512-3p:ATXN1/hsa-miR-515-3p:ATXN1/hsa-miR-515-5p:ATXN1/hsa-miR-516b-5p:ATXN1/hsa-miR-518c-5p:ATXN1/hsa-miR-519d-3p:ATXN1/hsa-miR-519e-5p:ATXN1/hsa-miR-520a-5p:ATXN1/hsa-miR-520b-3p:ATXN1/hsa-miR-520c-3p:ATXN1/hsa-miR-520e-3p:ATXN1/hsa-miR-520f-3p:ATXN1/hsa-miR-525-5p:ATXN1/hsa-miR-526b-3p:ATXN1/hsa-miR-548d-3p:ATXN1/hsa-miR-548j-5p:ATXN1/hsa-miR-556-3p:ATXN1/hsa-miR-570-3p:ATXN1/hsa-miR-589-3p:ATXN1/hsa-miR-616-5p:ATXN1/hsa-miR-671-5p:ATXN1/hsa-miR-6715b-3p:ATXN1/hsa-miR-6781-3p:ATXN1/hsa-miR-6781-3p:CRTAP/hsa-miR-6783-3p:AKAP13/hsa-miR-6783-3p:ATXN1/hsa-miR-6844:ATXN1/hsa-miR-6868-3p:ATXN1/hsa-miR-769-3p:ATXN1/hsa-miR-7706:ATXN1/hsa-miR-877-3p:ATXN1/hsa-miR-93-5p:ATXN1/hsa-miR-940:ATXN1/hsa-miR-942-5p:ATXN1/hsa-miR-96-5p:ATXN1/PLA2G4A:MAPK14/PIK3R1:SOS1/PCNA:CCND3/SOS1:PIK3R1/PKM:CD44/TGFB1:PIK3R1/TGFB1:SMAD7/SMAD5:SMAD7/SMAD7:TGFB1/RUNX3:AGTRAP/RUNX3:ITGB2/CALR:PDIA3/CALR:TAPBP/PDIA3:TAPBP/TAPBP:CALR/TAPBP:PDIA3/SPI1:SCARB2/TBL1XR1:SMAD7/STK4:MOB1A/STK4:VASP/MAPK14:AGPS/MAPK14:SAP30/MAPK14:YLPM1/SPI1:BSG/SPI1:CD44/SPI1:CD47/SPI1:CYBB/SPI1:FCER1G/SPI1:ITGB2/SPI1:PTPRC/SPI1:RUNX3/SPI1:SAMHD1/NFE2L2:GCLM/RIPK2:ENO1/RIPK2:HSP90AA1/RIPK2:MAPK14/TCF7L2:CCND3/TCF7L2:CD44/TCF7L2:SMC3/MAPK14:ATG5/MAPK14:CCND3/MAPK14:EIF2S1/MAPK14:EWSR1/MAPK14:FLNA/MAPK14:IFNAR2/MAPK14:KHDRBS1/MAPK14:NFE2L2/MAPK14:PLA2G4A/MAPK14:SCAF11/MAPK14:SMAD7/MAPK14:SOS1/MAPK14:UBQLN2/MAPK14:ZNF148/MAP3K2:YWHAE/NFE2L2:CD44/NFE2L2:IQGAP1/NFE2L2:KPNA6/NFE2L2:MAPK14/NFE2L2:PCNA/NFE2L2:PIK3R1/NFE2L2:PRNP/NFE2L2:TGFB1/NFE2L2:YY1/CEBPA:SPI1/USP1:PCNA/YY1:HNRNPL/YY1:MRPS10/YY1:SAP30/YY1:TTC17/CSNK1A1:KPNB1/CSNK1A1:LGALS3/FNIP1:HSP90AA1/YY1:CALR/YY1:PCNA/YY1:SMAD7/KLF2:CEBPA/KLF2:NFE2L2/KLF2:PLA2G4A/KLF2:TGFB1/EIF5:EIF2S1/ELF1:CD44/ELF1:CYBB/ELF1:FCER1G/ELF1:MAPK14/ZNF148:SPI1/SRP19:SRP72,177,73,BLCA,Edge_Network,0.13851992409867173
KEGG_BLADDER_CANCER,1691,11.3097491036578,"1.9720,5.1850,6.2862,6.3895,7.4609,13.3583",2.89862009100685,0.001874163783056,0.010307900806808,CDH1:EGFR/hsa-let-7c-3p:E2F3/hsa-miR-1-5p:E2F3/hsa-miR-133a-5p:E2F3/hsa-miR-139-5p:E2F3/hsa-miR-143-5p:E2F3/hsa-miR-145-5p:E2F3/hsa-miR-21-5p:E2F3/hsa-miR-224-3p:CDKN2A/hsa-miR-26a-5p:E2F3/hsa-miR-30a-5p:E2F3/hsa-miR-329-3p:E2F3/hsa-miR-370-5p:E2F3/hsa-miR-432-5p:E2F3/hsa-miR-455-3p:RPS6KA5/hsa-miR-4668-3p:RPS6KA5/hsa-miR-543:RPS6KA5/hsa-miR-6507-5p:E2F3/hsa-miR-944:CDKN2A/DAPK1:CDKN1A/DAPK1:CDKN2A/DAPK1:DAPK3/DAPK1:MAPK1/DAPK1:MAPK3/DAPK1:TP53/CDKN2A:CDK4/CDKN2A:E2F1/CDKN2A:MDM2/CDKN2A:MYC/CDKN2A:TP53/E2F3:CDKN1A/E2F3:CDKN2A/E2F3:E2F1/E2F3:MYC/E2F3:RB1/E2F3:VEGFA/MDM2:CDKN1A/MDM2:CDKN2A/MDM2:E2F1/MDM2:RB1/MDM2:TP53/CDKN1A:CCND1/CDKN1A:CDK4/CDKN1A:E2F1/CDKN1A:MAP2K1/CDKN1A:RAF1/CDKN1A:RB1/CDKN1A:TP53/RPS6KA5:DAPK1/RPS6KA5:MAPK1/CCND1:CDK4/CCND1:E2F1/CCND1:RB1/NRAS:ARAF/NRAS:BRAF/NRAS:RAF1/RASSF1:CCND1/RASSF1:MAPK1/RASSF1:MAPK3/RASSF1:MDM2/RASSF1:RAF1/EGFR:CCND1/EGFR:CDH1/EGFR:E2F1/EGFR:EGF/EGFR:ERBB2/EGFR:HRAS/EGFR:MAP2K1/EGFR:MAPK1/HRAS:ARAF/HRAS:BRAF/HRAS:MAPK1/HRAS:MAPK3/HRAS:RAF1/HRAS:RASSF1/RB1:CCND1/RB1:CDH1/RB1:CDKN1A/RB1:E2F1/RB1:E2F2/RB1:E2F3/RB1:MDM2/RB1:MYC/RB1:VEGFA/VEGFA:EGFR/VEGFA:MDM2/RAF1:BRAF/RAF1:HRAS/RAF1:KRAS/RAF1:MAP2K1/RAF1:MAP2K2/RAF1:MAPK1/RAF1:MAPK3/RAF1:MYC/RAF1:NRAS/RAF1:RB1/MMP2:EGFR/MAP2K1:ARAF/MAP2K1:BRAF/MAP2K1:EGFR/MAP2K1:HRAS/MAP2K1:MAPK1/MAP2K1:MAPK3/MAP2K1:MYC/MAP2K1:RAF1/MAP2K1:RB1/MAP2K1:TP53/KRAS:ARAF/KRAS:BRAF/KRAS:MYC/KRAS:RAF1/KRAS:RASSF1/KRAS:TP53/BRAF:ARAF/BRAF:HRAS/BRAF:MAP2K1/BRAF:MAP2K2/BRAF:MAPK1/BRAF:MAPK3/BRAF:RAF1/CXCL8:MMP9/DAPK3:CDKN1A/DAPK3:DAPK1/DAPK3:MDM2/DAPK3:TP53/CDK4:CCND1/CDK4:CDKN1A/CDK4:CDKN2A/CDK4:E2F1/CDK4:MYC/CDK4:RASSF1/CDK4:RB1/ERBB2:EGF/ERBB2:EGFR/ERBB2:HRAS/ARAF:BRAF/ARAF:HRAS/ARAF:MAP2K1/ARAF:MAP2K2/ARAF:MAPK1/ARAF:MAPK3/MAP2K2:ARAF/MAP2K2:BRAF/MAP2K2:MAPK1/MAP2K2:MAPK3/MAP2K2:RAF1/MAP2K2:TP53/DAPK2:DAPK1/MAPK1:BRAF/MAPK1:CDKN1A/MAPK1:DAPK1/MAPK1:E2F1/MAPK1:EGFR/MAPK1:MAP2K1/MAPK1:MAP2K2/MAPK1:MAPK3/MAPK1:MYC/MAPK1:RAF1/MAPK1:RB1/MAPK1:RPS6KA5/MAPK1:TP53/E2F1:CCND1/E2F1:CDK4/E2F1:CDKN1A/E2F1:CDKN2A/E2F1:DAPK2/E2F1:E2F2/E2F1:E2F3/E2F1:EGF/E2F1:MAPK1/E2F1:MDM2/E2F1:MYC/E2F1:RASSF1/E2F1:RB1/E2F1:THBS1/E2F1:TP53/E2F1:VEGFA/MAPK3:BRAF/MAPK3:CDKN1A/MAPK3:DAPK1/MAPK3:E2F1/MAPK3:EGFR/MAPK3:ERBB2/MAPK3:MAP2K1/MAPK3:MAP2K2/MAPK3:MAPK1/MAPK3:MYC/MAPK3:RAF1/MAPK3:RPS6KA5/MAPK3:TP53/TP53:CCND1/TP53:CDH1/TP53:CDK4/TP53:CDKN1A/TP53:CDKN2A/TP53:CXCL8/TP53:DAPK1/TP53:E2F1/TP53:E2F3/TP53:EGF/TP53:EGFR/TP53:ERBB2/TP53:HRAS/TP53:KRAS/TP53:MAP2K1/TP53:MAPK1/TP53:MAPK3/TP53:MDM2/TP53:MMP1/TP53:MMP2/TP53:MMP9/TP53:MYC/TP53:RASSF1/TP53:RB1/TP53:THBS1/TP53:VEGFA/THBS1:EGFR/THBS1:MMP2/THBS1:MMP9/PGF:VEGFA/MYC:CCND1/MYC:CDH1/MYC:CDK4/MYC:CDKN1A/MYC:CDKN2A/MYC:CXCL8/MYC:DAPK2/MYC:E2F1/MYC:E2F3/MYC:EGF/MYC:EGFR/MYC:ERBB2/MYC:KRAS/MYC:MAP2K1/MYC:MAPK1/MYC:MAPK3/MYC:MDM2/MYC:MMP1/MYC:NRAS/MYC:RASSF1/MYC:RPS6KA5/MYC:THBS1/MYC:TP53/MYC:VEGFA/EGF:EGFR/EGF:ERBB2/EGF:MAP2K2/EGF:MAPK1/EGF:MAPK3/EGF:RAF1/E2F2:CDKN1A/E2F2:CDKN2A/E2F2:E2F1/E2F2:MDM2/E2F2:MYC/E2F2:TP53,256,95,BLCA,Edge_Network,0.18026565464895636
