pathway,MGISize,score,rand_score_dist,p_value,padj,nMoreExtreme,TopMGI,rank,cancer,method,relative_rank
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN,1268,976.301921471561,"909.3621,926.536,931.479,931.2507,936.2126,958.8952",2.39399700513608e-10,6.98249126498024e-9,0,hsa-miR-93-5p:ATXN1/hsa-miR-454-3p:ATXN1/hsa-miR-4728-3p:ATXN1/hsa-miR-148b-5p:ATXN1/hsa-miR-106b-5p:ATXN1/hsa-miR-200b-3p:ATXN1/hsa-miR-19b-3p:ATXN1/hsa-miR-151a-5p:ATXN1/hsa-miR-501-3p:ATXN1/hsa-miR-103a-2-5p:PDE4D/hsa-miR-200c-3p:ATXN1/hsa-let-7g-5p:MOB3B/hsa-miR-484:ATXN1/hsa-miR-362-5p:ATXN1/hsa-let-7g-5p:COL27A1/hsa-miR-7706:ATXN1/hsa-miR-532-5p:ATXN1/hsa-miR-454-5p:ATXN1/hsa-miR-98-5p:MOB3B/hsa-miR-6781-3p:ATXN1/hsa-miR-98-3p:ATXN1/hsa-miR-576-5p:ATXN1/hsa-miR-135a-5p:ATXN1/hsa-miR-197-3p:ATXN1/hsa-miR-502-5p:ATXN1/hsa-miR-500b-5p:ATXN1/hsa-miR-148b-3p:ATXN1/hsa-miR-4742-3p:ATXN1/hsa-miR-214-5p:MED28/hsa-miR-505-5p:ATXN1/hsa-miR-4742-3p:AKAP13/hsa-miR-769-3p:ATXN1/hsa-miR-26b-5p:CDC27/hsa-miR-193a-3p:DST/hsa-miR-561-5p:SMAD6/hsa-miR-664a-5p:COL27A1/hsa-miR-3928-3p:ATXN1/hsa-miR-548d-3p:PDE4D/hsa-miR-98-5p:COL27A1/hsa-miR-1306-5p:SH3PXD2A/hsa-miR-6798-3p:ATXN1/hsa-miR-362-3p:ATXN1/hsa-miR-17-3p:ATXN1/hsa-miR-488-3p:ATXN1/hsa-miR-4677-3p:DST/hsa-miR-181d-5p:ATXN1/hsa-miR-1343-3p:AKAP13/hsa-let-7d-5p:MOB3B/hsa-miR-502-3p:ATXN1/hsa-miR-215-3p:ATXN1/hsa-miR-6808-3p:ATXN1/hsa-miR-7-5p:PDE4D/hsa-miR-151a-3p:ATXN1/hsa-miR-548j-5p:ATXN1/hsa-miR-5010-3p:ATXN1/hsa-miR-181c-3p:ATXN1/hsa-miR-1343-3p:ATXN1/hsa-miR-146b-3p:MADD/hsa-miR-219a-1-3p:ATXN1/hsa-miR-181c-5p:ATXN1/hsa-miR-196b-5p:CFLAR/hsa-miR-324-3p:ATXN1/hsa-miR-146a-5p:MED28/hsa-miR-375-3p:PDE4D/hsa-miR-491-3p:ATXN1/hsa-miR-26a-1-3p:ATXN1/hsa-miR-4521:ATXN1/hsa-miR-196b-5p:ATXN1/hsa-miR-497-3p:ATXN1/hsa-miR-548b-3p:DST/hsa-miR-130a-3p:ATXN1/hsa-miR-361-3p:CDC27/hsa-let-7d-5p:COL27A1/hsa-miR-874-5p:ATXN1/hsa-miR-3942-5p:AHNAK/hsa-miR-491-3p:DST/hsa-miR-33a-3p:ATXN1/hsa-miR-153-5p:AHNAK/hsa-miR-486-3p:FGFR3/hsa-miR-7-1-3p:ATXN1/hsa-miR-625-3p:NRG4/hsa-miR-424-5p:SYTL2/hsa-miR-374b-3p:COL27A1/hsa-miR-361-3p:COL27A1/hsa-let-7e-5p:COL27A1/hsa-miR-375-3p:ATXN1/hsa-miR-542-3p:MOB3B/hsa-miR-1266-5p:PDE4D/hsa-miR-1306-3p:PDE4D/hsa-miR-589-5p:ATXN1/hsa-miR-136-5p:ATXN1/hsa-miR-185-3p:PDE4D/hsa-miR-186-5p:ABCC4/hsa-miR-1228-5p:PDE4D/hsa-miR-548e-3p:ABCC4/hsa-miR-1976:ATXN1/hsa-miR-3613-3p:ATXN1/hsa-miR-581:PDE4D/hsa-miR-542-5p:CNN2/hsa-miR-16-5p:SYTL2/hsa-miR-193a-3p:ATXN1/hsa-miR-15b-5p:SYTL2/hsa-miR-625-5p:ATXN1/hsa-miR-1271-5p:ATXN1/hsa-miR-7702:ATXN1/hsa-miR-625-5p:THSD4/hsa-miR-3940-3p:ATXN1/hsa-miR-561-5p:ATXN1/hsa-miR-3689f:ATXN1/hsa-miR-1271-5p:MED28/hsa-miR-148a-3p:ATXN1/hsa-miR-1228-3p:ATXN1/hsa-miR-4423-5p:PDE4D/hsa-miR-127-5p:MOB3B/hsa-miR-323a-3p:ATXN1/hsa-miR-125a-3p:ATXN1/hsa-let-7a-3p:ATXN1/hsa-miR-505-5p:RFX2/hsa-miR-4521:TSPYL1/hsa-miR-3690:AKAP13/hsa-miR-2355-5p:ATXN1/hsa-let-7f-1-3p:ATXN1/hsa-miR-146a-5p:ATXN1/hsa-miR-30d-3p:FGFR3/hsa-miR-874-3p:PDE4D/hsa-miR-3129-3p:ATXN1/hsa-miR-151a-3p:MED28,18,BLCA,Edge_2Ddist,0.03428571428571429
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN,1387,1060.33473917451,"996.558,1013.4227,1018.5907,1018.5936,1023.6559,1048.595",2.51142014060467e-8,5.73258945138022e-7,0,hsa-miR-664a-3p:MSANTD3/hsa-miR-664b-3p:MSANTD3/hsa-miR-4728-3p:SOCS3/hsa-miR-584-5p:SELENOP/hsa-miR-6720-3p:CELF2/hsa-miR-1226-3p:SOCS3/hsa-miR-148b-3p:PNMA1/hsa-miR-186-5p:RIC1/hsa-miR-487a-3p:ZNF738/hsa-miR-29b-3p:RIC1/hsa-miR-502-5p:RIC1/hsa-miR-501-3p:DUSP22/hsa-miR-34a-5p:RNF38/hsa-miR-6734-5p:AK1/hsa-miR-151a-3p:TGFBR1/hsa-miR-944:SELENOP/hsa-miR-940:AOC3/hsa-miR-149-5p:SOCS3/hsa-miR-27a-3p:RNF38/hsa-miR-450b-5p:DUSP22/hsa-miR-506-3p:SOCS3/hsa-miR-1910-3p:AOC3/hsa-miR-186-5p:SCML1/hsa-miR-552-5p:H2BC5/hsa-miR-4766-3p:SELENOP/hsa-miR-186-5p:FUBP3/hsa-miR-3127-5p:RIC1/hsa-miR-576-5p:RNF38/hsa-miR-151a-3p:PSIP1/hsa-miR-5187-5p:H2BC5/hsa-miR-27b-5p:H2BC5/hsa-miR-128-3p:RIC1/hsa-miR-505-5p:SOCS3/hsa-miR-659-5p:CELF2/hsa-miR-320b:DUSP22/hsa-miR-25-3p:RIC1/hsa-miR-6891-5p:SELENOP/hsa-miR-500b-5p:DUSP22/hsa-miR-1287-5p:H2BC5/hsa-miR-642a-5p:SOCS3/hsa-miR-130a-3p:RNF38/hsa-miR-409-5p:RNF38/hsa-miR-3613-3p:UBE2E2/hsa-miR-3613-3p:RNF38/hsa-miR-30e-3p:H2BC5/hsa-let-7a-3p:RNF38/hsa-miR-181d-5p:DUSP22/hsa-miR-331-3p:SOCS3/hsa-miR-23a-5p:PBX3/hsa-miR-423-5p:H2BC5/hsa-miR-186-5p:DUSP22/hsa-miR-548j-5p:SELENOP/hsa-miR-17-3p:SOCS3/hsa-miR-320b:RNF38/hsa-miR-204-5p:H2BC5/hsa-miR-3613-3p:DUSP22/hsa-miR-3928-3p:AK1/hsa-miR-2110:DUSP22/hsa-miR-561-5p:RNF38/hsa-miR-362-5p:DUSP22/hsa-miR-19b-1-5p:SELENOP/hsa-miR-30d-3p:H2BC5/hsa-miR-590-3p:RHOB/hsa-miR-3127-5p:DUSP22/hsa-miR-1228-5p:PER3/hsa-miR-3613-3p:RIC1/hsa-miR-5586-5p:RAD23B/hsa-miR-629-5p:RHOB/hsa-miR-4660:RIC1/hsa-miR-1228-5p:RHOB/hsa-miR-217-5p:RNF38/hsa-miR-744-5p:PER3/hsa-miR-508-5p:STXBP1/hsa-miR-497-5p:H2BC5/hsa-miR-186-5p:ARMC8/hsa-miR-148a-3p:PNMA1/hsa-miR-1271-5p:DAB2/hsa-miR-628-3p:RNF38/hsa-miR-616-3p:RHOB/hsa-miR-4726-5p:RHOB/hsa-miR-627-5p:SELENOP/hsa-miR-376a-2-5p:DNAJC10/hsa-miR-561-5p:RHOB/hsa-miR-193b-5p:TOX2/hsa-miR-3922-3p:RHOB/hsa-miR-502-3p:DUSP22/hsa-miR-7-1-3p:RHOB/hsa-miR-186-5p:PSIP1/hsa-miR-16-5p:RNF38/hsa-miR-501-3p:RNF38/hsa-miR-942-5p:SOCS3/hsa-miR-505-3p:SETX/hsa-miR-134-3p:H2BC5/hsa-miR-15b-5p:RIC1/hsa-miR-424-5p:RNF38/hsa-miR-4662a-5p:SOCS3/hsa-let-7a-3p:PSIP1/hsa-miR-153-5p:RHOB/hsa-miR-4676-5p:SOCS3/hsa-miR-342-3p:RNF38/hsa-miR-500a-3p:RNF38/hsa-miR-186-5p:RNF38/hsa-miR-323a-3p:DUSP22/hsa-miR-1296-5p:SON/hsa-miR-103a-3p:RNF38/hsa-miR-4677-3p:RNF38/hsa-miR-618:RNF38/hsa-miR-154-3p:RNF38/hsa-miR-548e-3p:RHOB/hsa-miR-497-3p:SELENOP/hsa-miR-450b-5p:RNF38/hsa-miR-362-3p:RNF38/hsa-miR-4660:RNF38/hsa-miR-148a-3p:RNF38/hsa-miR-625-3p:RHOB/hsa-miR-125a-3p:SOCS3/hsa-miR-542-3p:DNAJC10/hsa-miR-1271-5p:DUSP22/hsa-miR-98-3p:RNF38/hsa-miR-181d-5p:RNF38/hsa-miR-624-5p:RHOB/hsa-miR-21-3p:RHOB/hsa-miR-181c-5p:RNF38/hsa-miR-500b-3p:AOC3/hsa-miR-500b-3p:SOCS3/hsa-miR-2355-5p:RHOB/hsa-miR-128-3p:RNF38/hsa-miR-136-5p:SOCS3/hsa-miR-146a-5p:DUSP22/hsa-miR-152-3p:H2BC5/hsa-miR-502-3p:RNF38/hsa-miR-3682-3p:RNF38/hsa-miR-15b-5p:RNF38/hsa-miR-99b-3p:RHOB/hsa-let-7f-1-3p:RNF38/hsa-miR-25-3p:RNF38/hsa-miR-296-5p:AOC3/hsa-miR-107:RNF38/hsa-miR-92b-3p:RNF38,23,BLCA,Edge_2Ddist,0.04380952380952381
WP_BLADDER_CANCER,261,202.490719829338,"182.1869,189.5709,191.7496,191.747,193.7939,202.827",5.1172461190082e-4,0.00516645040861409,1,hsa-miR-187-5p:EGFR/hsa-miR-27a-3p:RPS6KA5/hsa-miR-455-5p:RPS6KA5/hsa-miR-130a-3p:RPS6KA5/hsa-miR-410-3p:CDKN2A/hsa-miR-27b-5p:CDKN2A/hsa-miR-153-5p:RPS6KA5/hsa-miR-125a-5p:CDKN2A/hsa-miR-485-5p:CDKN2A/hsa-miR-129-2-3p:RPS6KA5/hsa-miR-153-3p:RPS6KA5/hsa-miR-486-3p:FGFR3/hsa-miR-328-3p:CDKN2A/hsa-miR-450b-5p:RPS6KA5/hsa-miR-3173-5p:EGFR/hsa-miR-3613-3p:RPS6KA5/hsa-miR-148a-3p:RPS6KA5/hsa-miR-4660:RPS6KA5/hsa-miR-381-5p:CDKN2A/hsa-miR-128-3p:RPS6KA5/hsa-miR-148b-3p:RPS6KA5/hsa-miR-659-5p:RPS6KA5/hsa-miR-134-5p:CDKN2A/hsa-miR-129-5p:CDKN2A/hsa-miR-486-3p:CDKN2A/hsa-miR-6509-5p:RPS6KA5/hsa-miR-5000-3p:CDKN2A,52,BLCA,Edge_2Ddist,0.09904761904761905
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE,165,129.687668393653,"113.0089,119.4343,121.1709,121.2093,122.9719,129.4993",5.0558547200204e-4,0.00516645040861409,0,hsa-miR-4661-5p:ABI3BP/hsa-miR-103a-3p:MOB3A/hsa-miR-484:MOB3A/hsa-miR-3187-3p:ABI3BP/hsa-miR-1976:NAV2/hsa-miR-548d-3p:FYN/hsa-miR-128-3p:MOB3A/hsa-miR-16-1-3p:FYN/hsa-miR-25-3p:MOB3A/hsa-miR-502-5p:IL7R/hsa-miR-375-3p:MOB3A/hsa-miR-107:MOB3A/hsa-miR-122-5p:MOB3A/hsa-miR-6125:MOB3A/hsa-miR-4668-3p:ABI3BP/hsa-miR-561-5p:MOB3A/hsa-miR-23a-3p:VCAN,51,BLCA,Edge_2Ddist,0.09714285714285714
LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP,17,15.0837095001324,"10.1026,11.8821,12.4396,12.4725,13.0316,15.3208",0.00130108697621663,0.0113845110418955,2,hsa-miR-484:ABL1/hsa-miR-4660:ABL1,60,BLCA,Edge_2Ddist,0.11428571428571428
WU_SILENCED_BY_METHYLATION_IN_BLADDER_CANCER,87,68.8598576325291,"58.6769,62.5954,63.8905,63.9272,65.1801,69.8806",0.00473780869733465,0.0336128319743337,9,hsa-miR-191-3p:CNN1/hsa-miR-93-3p:ZCCHC24/hsa-miR-1291:ZCCHC24/hsa-miR-6877-5p:CNN1/hsa-miR-219b-3p:MYH11/hsa-miR-576-5p:MYH11/hsa-miR-505-5p:CNN1/hsa-miR-186-5p:PEG3/hsa-miR-25-3p:CNN1,74,BLCA,Edge_2Ddist,0.14095238095238094
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q,1579,1177.89537199547,"1134.1943,1154.407,1159.9985,1159.7608,1165.1574,1190.9124",0.0127711753082447,0.0713283727322179,12,hsa-miR-664a-3p:MSANTD3/hsa-miR-664b-3p:MSANTD3/hsa-miR-199a-5p:APTX/hsa-miR-199b-5p:APTX/hsa-let-7g-5p:APTX/hsa-miR-501-3p:DUSP22/hsa-miR-484:ABL1/hsa-miR-320a-3p:APTX/hsa-miR-34a-5p:RNF38/hsa-miR-151a-3p:TGFBR1/hsa-miR-3613-5p:RNF38/hsa-miR-27a-3p:RNF38/hsa-miR-450b-5p:DUSP22/hsa-miR-199a-5p:RAD23B/hsa-miR-1226-3p:DUSP22/hsa-miR-5187-5p:ANKH/hsa-miR-501-5p:DUSP22/hsa-miR-30d-3p:ANKH/hsa-miR-186-5p:FUBP3/hsa-miR-181d-5p:SETX/hsa-miR-3934-5p:ANK2/hsa-miR-576-5p:RNF38/hsa-miR-15a-5p:RNF38/hsa-miR-6730-5p:SPTLC1/hsa-let-7b-5p:APTX/hsa-miR-30c-1-3p:ANKH/hsa-miR-758-3p:APTX/hsa-let-7i-5p:APTX/hsa-miR-320b:DUSP22/hsa-miR-500b-5p:DUSP22/hsa-miR-454-3p:RNF38/hsa-let-7a-5p:APTX/hsa-miR-23b-5p:MTAP/hsa-miR-9-3p:SMARCA2/hsa-miR-130a-3p:RNF38/hsa-miR-409-5p:RNF38/hsa-miR-3613-3p:RNF38/hsa-let-7a-3p:RNF38/hsa-miR-181c-5p:SETX/hsa-miR-181d-5p:DUSP22/hsa-miR-186-5p:DUSP22/hsa-miR-320b:SMARCA2/hsa-miR-29b-3p:SMARCA2/hsa-miR-320b:RNF38/hsa-miR-625-3p:CUL5/hsa-miR-6511b-3p:APTX/hsa-miR-3613-3p:DUSP22/hsa-miR-511-3p:SMARCA2/hsa-miR-3942-5p:DUSP22/hsa-miR-1270:ABL1/hsa-miR-2110:DUSP22/hsa-miR-561-5p:RNF38/hsa-miR-362-5p:DUSP22/hsa-miR-203a-3p:RNF38/hsa-miR-1292-5p:RNF38/hsa-miR-219a-1-3p:DUSP22/hsa-miR-3127-5p:DUSP22/hsa-miR-484:SMARCA2/hsa-miR-5586-5p:RAD23B/hsa-miR-217-5p:RNF38/hsa-let-7g-5p:MTAP/hsa-miR-16-5p:SMARCA2/hsa-miR-628-3p:RNF38/hsa-miR-4677-3p:DUSP22/hsa-miR-4660:TNFRSF10C/hsa-miR-502-3p:DUSP22/hsa-miR-26a-1-3p:ABL1/hsa-miR-548j-5p:RNF38/hsa-miR-6755-5p:ACO1/hsa-miR-509-3-5p:MTAP/hsa-miR-181a-5p:RNF38/hsa-let-7a-3p:SMARCA2/hsa-miR-376a-2-5p:MTAP/hsa-miR-16-5p:RNF38/hsa-miR-1266-5p:ABL1/hsa-miR-3927-3p:RNF38/hsa-miR-5010-3p:DUSP22/hsa-miR-181c-5p:DUSP22/hsa-miR-5010-3p:SMARCA2/hsa-miR-508-5p:SLC35D2/hsa-miR-320c:APTX/hsa-miR-501-3p:RNF38/hsa-miR-3613-3p:SMARCA2/hsa-miR-505-3p:SETX/hsa-miR-6516-5p:RNF38/hsa-miR-424-5p:RNF38/hsa-miR-584-3p:ABL1/hsa-miR-6734-5p:RNF38/hsa-miR-509-3-5p:ANKH/hsa-let-7d-5p:APTX/hsa-miR-3662:ABL1/hsa-miR-342-3p:RNF38/hsa-miR-542-3p:ANKH/hsa-miR-500a-3p:RNF38/hsa-miR-186-5p:RNF38/hsa-miR-4660:ABL1/hsa-miR-323a-3p:DUSP22/hsa-miR-103a-3p:RNF38/hsa-miR-4677-3p:RNF38/hsa-miR-618:RNF38/hsa-miR-505-3p:SMARCA2/hsa-miR-154-3p:RNF38/hsa-miR-98-3p:SMARCA2/hsa-miR-128-3p:SMARCA2/hsa-miR-29b-3p:DUSP22/hsa-miR-548e-3p:RNF38/hsa-miR-3127-5p:ABL1/hsa-miR-505-3p:SLC35D2/hsa-miR-153-5p:RNF38/hsa-miR-450b-5p:RNF38/hsa-miR-542-5p:MTAP/hsa-miR-362-3p:RNF38/hsa-miR-219a-1-3p:RNF38/hsa-miR-4660:RNF38/hsa-miR-148a-3p:RNF38/hsa-miR-125a-3p:SLC35D2/hsa-miR-5586-5p:MTAP/hsa-miR-6891-5p:ABL1/hsa-miR-7-1-3p:DUSP22/hsa-miR-1271-5p:DUSP22/hsa-miR-107:TNFRSF10C/hsa-miR-92a-3p:RNF38/hsa-miR-148b-3p:RNF38/hsa-miR-154-3p:SMARCA2/hsa-miR-98-3p:RNF38/hsa-miR-181d-5p:RNF38/hsa-miR-6514-5p:RNF38/hsa-let-7d-5p:MTAP/hsa-miR-3682-3p:SMARCA2/hsa-miR-589-5p:DUSP22/hsa-miR-153-3p:DUSP22/hsa-miR-375-3p:SMARCA2/hsa-miR-15b-5p:SMARCA2/hsa-miR-1271-5p:ACO1/hsa-miR-181c-5p:RNF38/hsa-miR-1271-5p:TOPORS/hsa-miR-4772-5p:SMARCA2/hsa-miR-122-5p:TNFRSF10C/hsa-miR-193a-3p:DUSP22/hsa-miR-125a-3p:SMARCA2/hsa-miR-151a-3p:TOPORS/hsa-miR-128-3p:RNF38/hsa-miR-142-5p:MTAP/hsa-miR-146a-5p:DUSP22/hsa-miR-502-3p:RNF38/hsa-miR-3682-3p:RNF38/hsa-miR-15b-5p:RNF38/hsa-miR-3677-5p:APTX/hsa-let-7f-1-3p:RNF38/hsa-miR-7-1-3p:RNF38/hsa-miR-25-3p:RNF38/hsa-let-7f-1-3p:SMARCA2/hsa-miR-106b-3p:RNF38/hsa-miR-107:RNF38/hsa-miR-4521:VPS13A/hsa-miR-92b-3p:RNF38/hsa-miR-146b-3p:ACO1/hsa-miR-548b-3p:RNF38,94,BLCA,Edge_2Ddist,0.17904761904761904
