"cancer","seed","sd","range","IQR","MAD","pathway","method","n_enrich","n_pathway","time","positive_rate"
"STAD",12,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.625,0
"STAD",12,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,108.928,0
"STAD",23,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",1,12,1.63499999999999,0.0833333333333333
"STAD",23,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.149,0
"STAD",23,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,62.858,0
"STAD",34,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",1,12,1.46699999999998,0.0833333333333333
"STAD",34,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",2,12,1.958,0.166666666666667
"STAD",34,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,60.998,0
"STAD",45,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",1,12,1.614,0.0833333333333333
"STAD",45,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.21699999999998,0
"STAD",45,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",0,12,56.829,0
"STAD",56,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",2,12,1.55500000000001,0.166666666666667
"STAD",56,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_2Ddist",0,12,2.06399999999999,0
"STAD",56,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Topology",1,12,85.467,0.0833333333333333
"STAD",67,0.0747016215338706,1.00392773938053,0.0658893095740499,0.0467426517085473,"TN","Edge_Score",0,12,1.506,0
